I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-256.28,-107.58,168.9,169.39,-213.84,10.534,,,,,,
-264.27,-124.89,162.9,181.33,-216.65,-2.0302,,,,,,
-230.84,-100.25,158.35,154.39,-203.39,10.097,,,,,,
-178.17,-60.634,149.03,111.82,-177.81,28.724,,,,,,
-126.45,-24.646,134.63,71.353,-143.68,42.02,,,,,,
-86.393,-1.8905,112.72,41.707,-108.2,44.126,,,,,,
-59.852,6.1601,83.972,24.256,-79.221,35.511,,,,,,
-51.137,-2.2561,54.994,29.355,-58.78,20.883,,,,,,
-49.022,-29.805,34.744,41.339,-45.737,3.2179,,,,,,
-45.822,-32.63,23.703,41.379,-38.365,-5.8722,,,,,,
-45.938,-32.282,17.232,39.553,-34.493,-8.2948,,,,,,
-48.29,-30.6,13.808,37.197,-32.53,-9.1173,,,,,,
-49.105,-28.65,12.982,34.167,-32.209,-9.4583,,,,,,
-47.285,-27.034,15.048,31.009,-33.596,-9.8583,,,,,,
-44.465,-25.937,21.651,28.344,-33.263,-10.562,,,,,,
-41.655,-25.318,26.4,26.332,-31.773,-11.635,,,,,,
-39.139,-25.044,25.543,24.829,-30.492,-12.971,,,,,,
-36.887,-24.916,23.516,23.593,-29.42,-14.313,,,,,,
-34.762,-24.716,21.731,22.384,-28.449,-15.396,,,,,,
-32.607,-24.275,20.301,21.006,-27.502,-16.097,,,,,,
-30.278,-23.519,19.057,19.335,-26.513,-16.437,,,,,,
-27.656,-22.461,17.771,17.322,-25.418,-16.528,,,,,,
-24.677,-21.168,16.253,14.991,-24.151,-16.499,,,,,,
-21.343,-19.728,14.4,12.416,-22.666,-16.461,,,,,,
-17.726,-18.222,12.226,9.6949,-20.938,-16.483,,,,,,
-13.927,-16.7,9.843,6.9152,-18.973,-16.576,,,,,,
-10.04,-15.159,7.4284,4.1204,-16.798,-16.69,,,,,,
-6.1106,-13.524,5.1759,1.2882,-14.445,-16.722,,,,,,
-2.1361,-11.649,3.2442,-1.6668,-11.952,-16.539,,,,,,
1.9123,-9.3542,1.7192,-4.8632,-9.3581,-16.008,,,,,,
6.0632,-6.4818,0.60328,-8.4109,-6.709,-15.034,,,,,,
10.333,-2.9431,-0.16788,-12.377,-4.0481,-13.583,,,,,,
14.73,1.2589,-0.68794,-16.776,-1.4135,-11.684,,,,,,
19.267,6.0539,-1.0342,-21.58,1.162,-9.4062,,,,,,
23.97,11.371,-1.2266,-26.759,3.6435,-6.8034,,,,,,
28.875,17.207,-1.2142,-32.315,5.9946,-3.8728,,,,,,
34.026,23.633,-0.91218,-38.282,8.1893,-0.55963,,,,,,
39.456,30.702,-0.26859,-44.677,10.231,3.1795,,,,,,
45.174,38.336,0.67938,-51.439,12.166,7.3018,,,,,,
51.149,46.279,1.8059,-58.404,14.072,11.656,,,,,,
57.31,54.194,2.9487,-65.354,16.038,16.039,,,,,,
63.552,61.817,3.9747,-72.109,18.121,20.286,,,,,,
69.773,69.046,4.8205,-78.583,20.335,24.339,,,,,,
75.906,75.946,5.4929,-84.806,22.655,28.254,,,,,,
81.944,82.676,6.042,-90.887,25.042,32.152,,,,,,
87.921,89.406,6.5251,-96.961,27.467,36.149,,,,,,
93.883,96.242,6.9784,-103.13,29.924,40.297,,,,,,
99.842,103.19,7.4022,-109.4,32.426,44.551,,,,,,
105.76,110.14,7.7632,-115.71,34.991,48.782,,,,,,
111.54,116.89,8.0116,-121.91,37.631,52.813,,,,,,
117.11,123.25,8.1067,-127.84,40.341,56.484,,,,,,
122.41,129.08,8.0397,-133.39,43.101,59.715,,,,,,
127.42,134.37,7.8395,-138.54,45.876,62.538,,,,,,
132.16,139.22,7.559,-143.34,48.616,65.072,,,,,,
136.68,143.8,7.2541,-147.87,51.272,67.453,,,,,,
140.99,148.21,6.968,-152.22,53.803,69.784,,,,,,
145.11,152.51,6.722,-156.41,56.187,72.1,,,,,,
149.05,156.69,6.5127,-160.46,58.431,74.375,,,,,,
152.83,160.69,6.317,-164.34,60.563,76.553,,,,,,
156.47,164.47,6.1061,-168.04,62.623,78.584,,,,,,
160.0,168.02,5.863,-171.57,64.638,80.457,,,,,,
163.46,171.36,5.592,-174.95,66.617,82.196,,,,,,
166.87,174.53,5.3162,-178.22,68.553,83.839,,,,,,
170.25,177.58,5.0626,-181.43,70.436,85.416,,,,,,
173.59,180.52,4.8464,-184.58,72.261,86.929,,,,,,
176.87,183.35,4.6643,-187.68,74.024,88.365,,,,,,
180.09,186.09,4.5003,-190.71,75.725,89.711,,,,,,
183.22,188.77,4.339,-193.67,77.357,90.979,,,,,,
186.28,191.43,4.178,-196.59,78.91,92.216,,,,,,
189.27,194.15,4.0324,-199.51,80.38,93.498,,,,,,
192.24,197.02,3.9271,-202.5,81.774,94.9,,,,,,
195.24,200.1,3.884,-205.62,83.118,96.465,,,,,,
198.28,203.41,3.9196,-208.89,84.443,98.19,,,,,,
201.37,206.91,4.0578,-212.28,85.767,100.05,,,,,,
204.46,210.58,4.3449,-215.75,87.083,102.01,,,,,,
207.49,214.38,4.8429,-219.23,88.355,104.08,,,,,,
210.43,218.3,5.595,-222.68,89.547,106.29,,,,,,
213.27,222.31,6.5887,-226.08,90.642,108.62,,,,,,
216.04,226.4,7.7508,-229.45,91.65,111.06,,,,,,
218.79,230.54,8.9815,-232.81,92.597,113.58,,,,,,
221.58,234.72,10.206,-236.18,93.513,116.15,,,,,,
224.45,238.92,11.406,-239.59,94.426,118.77,,,,,,
227.42,243.15,12.619,-243.03,95.353,121.45,,,,,,
230.44,247.39,13.9,-246.5,96.29,124.2,,,,,,
233.48,251.58,15.285,-249.94,97.213,126.98,,,,,,
236.45,255.69,16.764,-253.33,98.085,129.75,,,,,,
239.31,259.67,18.278,-256.63,98.88,132.44,,,,,,
242.01,263.48,19.739,-259.8,99.585,134.98,,,,,,
244.53,267.1,21.056,-262.83,100.2,137.34,,,,,,
246.89,270.55,22.166,-265.74,100.73,139.49,,,,,,
249.1,273.89,23.045,-268.56,101.17,141.42,,,,,,
251.19,277.18,23.715,-271.35,101.48,143.16,,,,,,
253.09,280.44,24.22,-274.06,101.63,144.73,,,,,,
254.61,283.52,24.601,-276.5,101.51,146.12,,,,,,
255.32,285.95,24.864,-278.17,100.97,147.23,,,,,,
254.51,286.8,24.97,-278.2,99.805,147.81,,,,,,
251.4,284.89,24.848,-275.6,97.811,147.37,,,,,,
245.41,279.33,24.44,-269.72,94.789,145.3,,,,,,
236.44,269.92,23.73,-260.47,90.625,141.18,,,,,,
224.74,257.02,22.746,-248.2,85.346,134.91,,,,,,
210.81,241.27,21.536,-233.45,79.134,126.75,,,,,,
195.17,223.29,20.157,-216.74,72.233,117.1,,,,,,
178.27,203.7,18.654,-198.55,64.829,106.4,,,,,,
160.4,183.0,17.053,-179.27,57.001,95.025,,,,,,
141.81,161.65,15.357,-159.24,48.786,83.273,,,,,,
122.73,140.02,13.563,-138.81,40.323,71.337,,,,,,
103.47,118.43,11.665,-118.32,31.944,59.319,,,,,,
84.368,97.178,9.668,-98.13,24.067,47.255,,,,,,
65.748,76.55,7.584,-78.551,16.959,35.187,,,,,,
47.939,56.794,5.4373,-59.813,10.63,23.257,,,,,,
31.422,38.032,3.2711,-42.048,4.9347,11.784,,,,,,
16.905,20.198,1.1551,-25.431,-0.26478,1.2245,,,,,,
4.9079,3.4415,-0.82324,-10.525,-4.9992,-7.9695,,,,,,
-4.8005,-11.114,-2.5906,1.789,-9.1975,-15.483,,,,,,
-12.954,-22.094,-4.122,11.259,-12.771,-21.24,,,,,,
-20.072,-29.658,-5.4472,18.579,-15.692,-25.456,,,,,,
-26.263,-35.047,-6.6264,24.528,-18.008,-28.526,,,,,,
-31.476,-39.245,-7.7205,29.484,-19.804,-30.823,,,,,,
-35.707,-42.712,-8.7698,33.578,-21.172,-32.609,,,,,,
-39.048,-45.625,-9.7843,36.899,-22.197,-34.038,,,,,,
-41.655,-48.064,-10.742,39.563,-22.96,-35.195,,,,,,
-43.704,-50.093,-11.597,41.701,-23.539,-36.129,,,,,,
-45.355,-51.774,-12.303,43.439,-24.004,-36.87,,,,,,
-46.722,-53.162,-12.832,44.868,-24.405,-37.447,,,,,,
-47.875,-54.3,-13.193,46.048,-24.77,-37.888,,,,,,
-48.845,-55.223,-13.428,47.014,-25.105,-38.223,,,,,,
-49.649,-55.961,-13.596,47.79,-25.407,-38.481,,,,,,
-50.301,-56.544,-13.746,48.402,-25.672,-38.689,,,,,,
-50.824,-56.999,-13.896,48.877,-25.901,-38.859,,,,,,
-51.243,-57.341,-14.02,49.241,-26.108,-38.993,,,,,,
-51.586,-57.571,-14.051,49.512,-26.308,-39.077,,,,,,
-51.876,-57.683,-13.912,49.703,-26.523,-39.092,,,,,,
-52.128,-57.677,-13.552,49.824,-26.765,-39.025,,,,,,
-52.355,-57.569,-12.978,49.886,-27.032,-38.882,,,,,,
-52.555,-57.394,-12.258,49.906,-27.309,-38.685,,,,,,
-52.721,-57.198,-11.492,49.9,-27.565,-38.467,,,,,,
-52.846,-57.023,-10.775,49.883,-27.772,-38.259,,,,,,
-52.926,-56.89,-10.156,49.863,-27.914,-38.077,,,,,,
-52.968,-56.796,-9.6245,49.844,-27.997,-37.918,,,,,,
-52.985,-56.714,-9.131,49.819,-28.04,-37.761,,,,,,
-52.986,-56.604,-8.6191,49.773,-28.069,-37.581,,,,,,
-52.974,-56.424,-8.0592,49.687,-28.107,-37.361,,,,,,
-52.943,-56.145,-7.4592,49.54,-28.162,-37.094,,,,,,
-52.883,-55.758,-6.856,49.322,-28.233,-36.791,,,,,,
-52.786,-55.273,-6.2945,49.035,-28.306,-36.467,,,,,,
-52.647,-54.712,-5.8062,48.686,-28.368,-36.137,,,,,,
-52.47,-54.095,-5.3911,48.291,-28.413,-35.805,,,,,,
-52.261,-53.435,-5.0108,47.862,-28.443,-35.459,,,,,,
-52.022,-52.739,-4.5989,47.408,-28.464,-35.082,,,,,,
-51.76,-52.012,-4.0864,46.938,-28.482,-34.655,,,,,,
-51.477,-51.266,-3.4299,46.463,-28.497,-34.168,,,,,,
-51.182,-50.521,-2.6284,45.996,-28.51,-33.628,,,,,,
-50.886,-49.796,-1.7199,45.552,-28.52,-33.053,,,,,,
-50.605,-49.106,-0.76639,45.143,-28.529,-32.465,,,,,,
-50.359,-48.461,0.1638,44.78,-28.545,-31.89,,,,,,
-50.163,-47.867,1.0172,44.471,-28.573,-31.347,,,,,,
-50.026,-47.327,1.7744,44.222,-28.618,-30.849,,,,,,
-49.946,-46.836,2.4528,44.024,-28.677,-30.398,,,,,,
-49.905,-46.382,3.0849,43.861,-28.745,-29.993,,,,,,
-49.876,-45.953,3.6862,43.71,-28.808,-29.63,,,,,,
-49.832,-45.553,4.2371,43.554,-28.849,-29.318,,,,,,
-49.753,-45.201,4.6896,43.391,-28.85,-29.076,,,,,,
-49.635,-44.929,4.9902,43.234,-28.8,-28.926,,,,,,
-49.48,-44.77,5.099,43.104,-28.694,-28.891,,,,,,
-49.3,-44.75,4.9919,43.023,-28.53,-28.981,,,,,,
-49.099,-44.886,4.6537,43.008,-28.305,-29.204,,,,,,
-48.879,-45.184,4.074,43.064,-28.011,-29.553,,,,,,
-48.624,-45.621,3.2509,43.176,-27.638,-30.013,,,,,,
-48.298,-46.144,2.1963,43.297,-27.169,-30.549,,,,,,
-47.84,-46.67,0.93427,43.355,-26.578,-31.12,,,,,,
-47.165,-47.103,-0.50693,43.261,-25.827,-31.689,,,,,,
-46.173,-47.363,-2.104,42.927,-24.865,-32.23,,,,,,
-44.763,-47.398,-3.8436,42.283,-23.628,-32.733,,,,,,
-42.856,-47.183,-5.7185,41.282,-22.062,-33.195,,,,,,
-40.421,-46.712,-7.7181,39.911,-20.142,-33.61,,,,,,
-37.509,-45.999,-9.8243,38.199,-17.889,-33.964,,,,,,
-34.275,-45.069,-12.017,36.226,-15.349,-34.237,,,,,,
-30.942,-43.959,-14.279,34.108,-12.577,-34.402,,,,,,
-27.73,-42.713,-16.585,31.964,-9.6551,-34.438,,,,,,
-24.767,-41.374,-18.879,29.875,-6.7021,-34.338,,,,,,
-22.058,-39.992,-21.061,27.876,-3.8226,-34.117,,,,,,
-19.511,-38.619,-23.004,25.961,-1.057,-33.817,,,,,,
-17.001,-37.31,-24.592,24.114,1.6105,-33.492,,,,,,
-14.439,-36.11,-25.736,22.324,4.2216,-33.186,,,,,,
-11.818,-35.047,-26.37,20.604,6.7965,-32.922,,,,,,
-9.2249,-34.127,-26.446,18.991,9.2708,-32.693,,,,,,
-6.8264,-33.353,-25.951,17.554,11.492,-32.484,,,,,,
-4.8209,-32.747,-24.949,16.386,13.297,-32.292,,,,,,
-3.3948,-32.359,-23.662,15.593,14.578,-32.138,,,,,,
-2.6902,-32.256,-22.451,15.275,15.285,-32.063,,,,,,
-2.7911,-32.496,-21.695,15.504,15.405,-32.103,,,,,,
-3.7176,-33.092,-21.635,16.303,14.949,-32.268,,,,,,
-5.4238,-34.01,-22.287,17.637,13.977,-32.543,,,,,,
-7.809,-35.182,-23.443,19.42,12.599,-32.89,,,,,,
-10.747,-36.536,-24.742,21.544,10.901,-33.272,,,,,,
-14.107,-38.022,-25.782,23.902,8.8634,-33.666,,,,,,
-17.752,-39.61,-26.269,26.403,6.4088,-34.064,,,,,,
-21.524,-41.276,-26.084,28.96,3.5401,-34.465,,,,,,
-25.256,-42.992,-25.225,31.498,0.38586,-34.862,,,,,,
-28.821,-44.714,-23.753,33.957,-2.8798,-35.238,,,,,,
-32.159,-46.394,-21.79,36.296,-6.1247,-35.57,,,,,,
-35.273,-47.986,-19.54,38.496,-9.2729,-35.842,,,,,,
-38.2,-49.459,-17.253,40.55,-12.282,-36.046,,,,,,
-40.969,-50.801,-15.128,42.456,-15.13,-36.192,,,,,,
-43.586,-52.011,-13.251,44.209,-17.805,-36.294,,,,,,
-46.015,-53.098,-11.609,45.8,-20.268,-36.373,,,,,,
-48.196,-54.064,-10.141,47.211,-22.432,-36.44,,,,,,
-50.069,-54.897,-8.7903,48.416,-24.208,-36.5,,,,,,
-51.599,-55.58,-7.5279,49.4,-25.574,-36.546,,,,,,
-52.797,-56.098,-6.3448,50.16,-26.59,-36.568,,,,,,
-53.705,-56.453,-5.2386,50.719,-27.35,-36.557,,,,,,
-54.377,-56.667,-4.2222,51.114,-27.928,-36.514,,,,,,
-54.863,-56.782,-3.3433,51.387,-28.37,-36.451,,,,,,
-55.194,-56.842,-2.6769,51.574,-28.688,-36.387,,,,,,
-55.389,-56.879,-2.2832,51.693,-28.882,-36.341,,,,,,
-55.461,-56.907,-2.1627,51.75,-28.955,-36.317,,,,,,
-55.424,-56.918,-2.2383,51.743,-28.926,-36.301,,,,,,
-55.298,-56.888,-2.384,51.669,-28.823,-36.265,,,,,,
-55.107,-56.794,-2.4784,51.531,-28.685,-36.185,,,,,,
-54.876,-56.625,-2.4577,51.338,-28.543,-36.051,,,,,,
-54.635,-56.389,-2.3267,51.11,-28.422,-35.871,,,,,,
-54.408,-56.103,-2.1385,50.868,-28.336,-35.667,,,,,,
-54.208,-55.783,-1.9554,50.623,-28.288,-35.46,,,,,,
-54.03,-55.435,-1.8148,50.373,-28.269,-35.26,,,,,,
-53.855,-55.056,-1.7234,50.107,-28.262,-35.065,,,,,,
-53.654,-54.665,-1.6928,49.818,-28.239,-34.886,,,,,,
-53.402,-54.341,-1.8042,49.534,-28.149,-34.773,,,,,,
-53.093,-54.267,-2.2535,49.342,-27.922,-34.842,,,,,,
-52.754,-54.719,-3.3091,49.397,-27.466,-35.265,,,,,,
-52.463,-55.995,-5.1727,49.89,-26.683,-36.201,,,,,,
-52.347,-58.302,-7.9587,50.975,-25.491,-37.9,,,,,,
-52.54,-61.788,-8.754,52.67,-23.89,-41.537,,,,,,
-53.103,-66.329,-6.576,54.809,-22.054,-45.397,,,,,,
-53.942,-68.016,-3.1637,56.998,-20.237,-42.536,,,,,,
-54.805,-65.214,0.39787,58.564,-18.356,-38.853,,,,,,
-55.332,-62.656,1.9282,59.188,-15.849,-36.55,,,,,,
-55.096,-62.745,-2.1122,59.508,-12.087,-38.2,,,,,,
-53.504,-72.091,-15.62,60.159,-6.8371,-50.306,,,,,,
-49.581,-97.337,-40.463,66.131,-0.45863,-76.953,,,,,,
-46.141,-138.93,-77.822,92.483,6.4537,-117.67,,,,,,
-63.103,-194.13,-127.98,122.97,14.319,-169.94,,,,,,
-76.715,-257.7,-181.25,159.07,25.708,-228.67,,,,,,
-91.45,-319.44,-226.45,194.74,41.313,-283.26,,,,,,
-103.1,-362.86,-255.52,220.45,53.993,-319.08,,,,,,
-105.21,-370.61,-261.15,225.3,58.269,-324.57,,,,,,
-90.229,-327.94,-235.22,198.29,54.306,-289.66,,,,,,
-49.466,-220.57,-170.43,127.79,44.34,-203.33,,,,,,
23.864,-38.808,-62.329,2.6953,30.823,-58.216,,,,,,
129.12,216.57,88.849,-179.58,14.56,144.9,,,,,,
255.12,528.71,274.82,-399.22,-7.8607,393.65,,,,,,
389.31,864.88,476.36,-634.91,-36.915,661.78,,,,,,
514.62,1175.8,663.05,-853.36,-63.759,909.47,,,,,,
609.0,1402.7,797.93,-1014.0,-82.739,1089.0,,,,,,
650.39,1492.0,848.52,-1079.3,-90.321,1157.8,,,,,,
623.43,1416.3,801.5,-1027.9,-85.666,1095.7,,,,,,
525.78,1189.5,672.7,-865.73,-76.352,917.99,,,,,,
370.73,865.38,503.31,-626.17,-75.274,672.24,,,,,,
185.33,519.21,341.78,-360.28,-90.453,419.99,,,,,,
3.8896,220.18,222.83,-119.95,-120.11,212.81,,,,,,
-140.38,10.58,156.83,57.719,-155.2,76.724,,,,,,
-225.99,-99.481,133.46,154.25,-182.63,10.679,,,,,,
-253.38,-127.59,133.26,181.15,-192.7,-3.9636,,,,,,
-236.0,-107.19,137.94,163.02,-184.35,8.1847,,,,,,
-193.33,-67.097,136.17,123.08,-161.48,27.355,,,,,,
-143.11,-26.966,125.21,79.232,-130.07,41.865,,,,,,
-97.617,0.62558,104.34,43.652,-97.883,45.416,,,,,,
-63.556,10.994,76.257,22.01,-70.881,37.329,,,,,,
-47.481,6.0768,48.471,17.372,-50.299,21.506,,,,,,
-48.231,-26.584,26.555,35.689,-35.806,-0.074715,,,,,,
-45.294,-31.599,13.643,37.39,-27.662,-12.163,,,,,,
-43.472,-32.347,7.0508,36.046,-24.261,-15.734,,,,,,
-43.469,-31.592,3.2051,33.921,-23.176,-17.343,,,,,,
-42.186,-30.526,1.9487,31.195,-23.829,-18.181,,,,,,
-39.3,-29.773,3.2208,28.552,-25.268,-18.854,,,,,,
-36.314,-29.387,6.5613,26.607,-24.972,-19.598,,,,,,
-34.015,-29.159,8.9515,25.375,-24.028,-20.291,,,,,,
-32.46,-28.884,8.5621,24.549,-23.231,-20.749,,,,,,
-31.39,-28.426,7.699,23.805,-22.709,-20.867,,,,,,
-30.495,-27.69,7.1923,22.916,-22.415,-20.608,,,,,,
-29.538,-26.645,7.1014,21.774,-22.244,-19.997,,,,,,
-28.382,-25.343,7.3232,20.372,-22.088,-19.137,,,,,,
-26.981,-23.901,7.7057,18.775,-21.857,-18.183,,,,,,
-25.34,-22.443,8.1089,17.07,-21.492,-17.293,,,,,,
-23.485,-21.039,8.4447,15.316,-20.957,-16.553,,,,,,
-21.427,-19.677,8.6761,13.512,-20.243,-15.948,,,,,,
-19.159,-18.27,8.8002,11.6,-19.354,-15.38,,,,,,
-16.666,-16.691,8.8263,9.4942,-18.31,-14.718,,,,,,
-13.947,-14.826,8.7639,7.1227,-17.139,-13.847,,,,,,
-11.025,-12.593,8.6209,4.4521,-15.87,-12.684,,,,,,
-7.9405,-9.9533,8.4007,1.4922,-14.523,-11.198,,,,,,
-4.732,-6.9211,8.0988,-1.7143,-13.098,-9.4245,,,,,,
-1.4232,-3.5669,7.7091,-5.107,-11.569,-7.4786,,,,,,
1.9836,-0.010212,7.2353,-8.6247,-9.8933,-5.5293,,,,,,
5.504,3.6258,6.7091,-12.228,-8.0252,-3.7232,,,,,,
9.167,7.2889,6.1911,-15.928,-5.9395,-2.0987,,,,,,
13.015,11.054,5.7599,-19.8,-3.6436,-0.55174,,,,,,
17.105,15.113,5.4856,-23.979,-1.1771,1.1187,,,,,,
21.508,19.698,5.3942,-28.614,1.4053,3.1171,,,,,,
26.288,24.971,5.4518,-33.807,4.0532,5.5648,,,,,,
31.476,30.949,5.5872,-39.556,6.7258,8.4684,,,,,,
37.032,37.515,5.7412,-45.751,9.3792,11.758,,,,,,
42.839,44.495,5.9053,-52.222,11.956,15.358,,,,,,
48.747,51.738,6.1233,-58.814,14.39,19.235,,,,,,
54.629,59.14,6.4561,-65.426,16.633,23.386,,,,,,
60.431,66.614,6.9381,-72.001,18.683,27.797,,,,,,
66.163,74.05,7.5536,-78.495,20.596,32.394,,,,,,
71.874,81.313,8.2451,-84.858,22.472,37.027,,,,,,
77.607,88.268,8.9392,-91.04,24.417,41.502,,,,,,
83.383,94.825,9.5761,-97.015,26.511,45.65,,,,,,
89.184,100.98,10.134,-102.8,28.782,49.406,,,,,,
94.971,106.84,10.636,-108.44,31.198,52.835,,,,,,
100.69,112.56,11.138,-114.01,33.674,56.104,,,,,,
106.27,118.31,11.699,-119.58,36.096,59.41,,,,,,
111.66,124.24,12.356,-125.19,38.353,62.905,,,,,,
116.81,130.36,13.107,-130.8,40.377,66.634,,,,,,
121.68,136.6,13.904,-136.34,42.177,70.519,,,,,,
126.24,142.76,14.681,-141.69,43.817,74.391,,,,,,
130.49,148.62,15.389,-146.73,45.378,78.058,,,,,,
134.43,153.99,16.012,-151.36,46.928,81.373,,,,,,
138.12,158.8,16.557,-155.59,48.514,84.274,,,,,,
141.64,163.1,17.038,-159.48,50.173,86.784,,,,,,
145.08,166.99,17.46,-163.14,51.938,88.972,,,,,,
148.53,170.6,17.821,-166.69,53.826,90.916,,,,,,
152.05,174.02,18.11,-170.19,55.83,92.682,,,,,,
155.61,177.32,18.315,-173.65,57.908,94.32,,,,,,
159.13,180.52,18.421,-177.04,59.988,95.862,,,,,,
162.52,183.59,18.413,-180.3,61.997,97.33,,,,,,
165.71,186.52,18.281,-183.4,63.879,98.74,,,,,,
168.68,189.33,18.026,-186.32,65.608,100.11,,,,,,
171.45,192.03,17.659,-189.09,67.194,101.45,,,,,,
174.13,194.66,17.197,-191.77,68.684,102.76,,,,,,
176.82,197.26,16.653,-194.42,70.164,104.01,,,,,,
179.63,199.84,16.036,-197.11,71.729,105.15,,,,,,
182.62,202.39,15.364,-199.87,73.444,106.14,,,,,,
185.81,204.93,14.668,-202.75,75.322,106.99,,,,,,
189.19,207.51,13.981,-205.75,77.332,107.76,,,,,,
192.72,210.2,13.326,-208.9,79.418,108.53,,,,,,
196.35,213.05,12.709,-212.21,81.531,109.38,,,,,,
200.06,216.1,12.133,-215.65,83.636,110.36,,,,,,
203.8,219.37,11.608,-219.21,85.702,111.5,,,,,,
207.51,222.82,11.171,-222.83,87.693,112.82,,,,,,
211.13,226.43,10.866,-226.44,89.567,114.33,,,,,,
214.61,230.14,10.722,-229.99,91.301,116.01,,,,,,
217.94,233.86,10.727,-233.44,92.91,117.82,,,,,,
221.18,237.54,10.832,-236.79,94.449,119.68,,,,,,
224.38,241.14,10.986,-240.06,95.983,121.51,,,,,,
227.59,244.65,11.161,-243.29,97.554,123.29,,,,,,
230.86,248.09,11.366,-246.52,99.16,124.99,,,,,,
234.18,251.51,11.627,-249.78,100.76,126.63,,,,,,
237.55,254.97,11.979,-253.13,102.28,128.23,,,,,,
240.92,258.51,12.444,-256.58,103.65,129.8,,,,,,
244.21,262.14,13.019,-260.12,104.83,131.33,,,,,,
247.29,265.82,13.669,-263.69,105.73,132.78,,,,,,
249.97,269.45,14.336,-267.13,106.24,134.08,,,,,,
251.9,272.85,14.958,-270.12,106.18,135.2,,,,,,
252.58,275.64,15.49,-272.11,105.39,136.07,,,,,,
251.38,277.12,15.926,-272.3,103.7,136.63,,,,,,
247.71,276.21,16.294,-269.79,100.99,136.67,,,,,,
241.11,271.82,16.629,-263.9,97.167,135.77,,,,,,
231.47,263.35,16.942,-254.42,92.18,133.42,,,,,,
218.99,250.92,17.193,-241.63,86.085,129.16,,,,,,
204.13,235.18,17.305,-226.09,79.063,122.85,,,,,,
187.42,216.95,17.198,-208.44,71.363,114.69,,,,,,
169.39,196.96,16.828,-189.27,63.215,105.05,,,,,,
150.47,175.84,16.199,-169.1,54.774,94.298,,,,,,
131.01,154.09,15.356,-148.37,46.127,82.812,,,,,,
111.33,132.16,14.348,-127.48,37.354,70.922,,,,,,
91.743,110.47,13.198,-106.82,28.626,58.914,,,,,,
72.535,89.415,11.902,-86.743,20.236,46.996,,,,,,
54.004,69.287,10.442,-67.526,12.506,35.302,,,,,,
36.567,50.259,8.7969,-49.345,5.6156,23.948,,,,,,
20.891,32.3,6.9439,-32.317,-0.41846,13.102,,,,,,
7.6142,15.284,4.8651,-16.723,-5.5997,3.0122,,,,,,
-3.2444,-0.53618,2.5689,-3.1398,-9.8966,-6.0478,,,,,,
-12.267,-14.172,0.12923,7.9744,-13.323,-13.854,,,,,,
-20.033,-24.745,-2.3069,16.828,-15.995,-20.249,,,,,,
-26.789,-32.501,-4.5842,24.023,-18.092,-25.195,,,,,,
-32.543,-38.293,-6.6226,29.979,-19.776,-28.844,,,,,,
-37.259,-42.774,-8.4316,34.832,-21.15,-31.486,,,,,,
-40.968,-46.284,-10.068,38.64,-22.253,-33.42,,,,,,
-43.779,-49.032,-11.586,41.527,-23.103,-34.883,,,,,,
-45.859,-51.195,-13.004,43.68,-23.72,-36.035,,,,,,
-47.388,-52.927,-14.288,45.3,-24.148,-36.971,,,,,,
-48.532,-54.345,-15.348,46.557,-24.442,-37.732,,,,,,
-49.421,-55.519,-16.073,47.57,-24.663,-38.33,,,,,,
-50.145,-56.479,-16.374,48.407,-24.86,-38.764,,,,,,
-50.752,-57.227,-16.233,49.095,-25.066,-39.031,,,,,,
-51.263,-57.76,-15.726,49.638,-25.292,-39.145,,,,,,
-51.684,-58.089,-15.012,50.039,-25.532,-39.136,,,,,,
-52.025,-58.242,-14.276,50.312,-25.778,-39.048,,,,,,
-52.298,-58.258,-13.674,50.476,-26.02,-38.925,,,,,,
-52.515,-58.179,-13.283,50.559,-26.249,-38.802,,,,,,
-52.684,-58.042,-13.09,50.583,-26.457,-38.699,,,,,,
-52.805,-57.874,-13.004,50.568,-26.636,-38.617,,,,,,
-52.878,-57.695,-12.904,50.527,-26.781,-38.543,,,,,,
-52.9,-57.519,-12.697,50.473,-26.886,-38.464,,,,,,
-52.876,-57.36,-12.364,50.416,-26.944,-38.369,,,,,,
-52.815,-57.232,-11.953,50.368,-26.951,-38.265,,,,,,
-52.734,-57.152,-11.542,50.34,-26.909,-38.165,,,,,,
-52.648,-57.129,-11.207,50.338,-26.824,-38.087,,,,,,
-52.573,-57.155,-11.001,50.36,-26.712,-38.044,,,,,,
-52.517,-57.212,-10.95,50.396,-26.591,-38.038,,,,,,
-52.477,-57.266,-11.053,50.426,-26.477,-38.061,,,,,,
-52.44,-57.282,-11.288,50.427,-26.379,-38.097,,,,,,
-52.381,-57.23,-11.61,50.377,-26.294,-38.129,,,,,,
-52.278,-57.093,-11.963,50.264,-26.215,-38.146,,,,,,
-52.117,-56.879,-12.3,50.086,-26.129,-38.141,,,,,,
-51.9,-56.615,-12.59,49.861,-26.024,-38.116,,,,,,
-51.641,-56.333,-12.816,49.609,-25.896,-38.074,,,,,,
-51.359,-56.049,-12.954,49.348,-25.753,-38.008,,,,,,
-51.07,-55.748,-12.969,49.075,-25.613,-37.9,,,,,,
-50.778,-55.391,-12.822,48.775,-25.501,-37.724,,,,,,
