I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-37.353,-42.907,-8.4532,35.17,-18.801,-27.015,,,,,,
-36.841,-41.15,-7.6953,34.356,-18.591,-25.28,,,,,,
-36.302,-39.194,-6.754,33.469,-18.428,-23.269,,,,,,
-35.716,-37.064,-5.6879,32.497,-18.266,-21.055,,,,,,
-35.055,-34.829,-4.6107,31.44,-18.044,-18.78,,,,,,
-34.289,-32.576,-3.6596,30.302,-17.706,-16.602,,,,,,
-33.394,-30.368,-2.9321,29.086,-17.219,-14.625,,,,,,
-32.345,-28.218,-2.4519,27.781,-16.581,-12.867,,,,,,
-31.115,-26.079,-2.1679,26.356,-15.81,-11.278,,,,,,
-29.666,-23.879,-1.9945,24.768,-14.93,-9.7815,,,,,,
-27.952,-21.558,-1.8661,22.966,-13.952,-8.3325,,,,,,
-25.916,-19.092,-1.7724,20.905,-12.87,-6.9336,,,,,,
-23.499,-16.499,-1.7623,18.554,-11.657,-5.6238,,,,,,
-20.64,-13.826,-1.9037,15.897,-10.278,-4.4461,,,,,,
-17.288,-11.12,-2.2412,12.936,-8.7073,-3.4187,,,,,,
-13.421,-8.4047,-2.7636,9.686,-6.9347,-2.5245,,,,,,
-9.05,-5.6738,-3.4059,6.1673,-4.969,-1.7199,,,,,,
-4.2193,-2.896,-4.0827,2.3979,-2.83,-0.95523,,,,,,
1.0056,-0.036628,-4.7326,-1.6063,-0.53495,-0.19656,,,,,,
6.5474,2.9141,-5.3463,-5.8174,1.9139,0.56152,,,,,,
12.311,5.9281,-5.967,-10.177,4.5361,1.2983,,,,,,
18.166,8.9476,-6.6611,-14.587,7.3673,1.9814,,,,,,
23.949,11.909,-7.4806,-18.932,10.44,2.5847,,,,,,
29.475,14.769,-8.4273,-23.102,13.749,3.1008,,,,,,
34.579,17.511,-9.4531,-27.017,17.225,3.5452,,,,,,
39.144,20.141,-10.483,-30.627,20.725,3.9479,,,,,,
43.124,22.667,-11.452,-33.908,24.079,4.3393,,,,,,
46.527,25.072,-12.33,-36.843,27.152,4.7325,,,,,,
49.4,27.311,-13.131,-39.424,29.894,5.1148,,,,,,
51.8,29.322,-13.896,-41.648,32.318,5.4525,,,,,,
53.787,31.052,-14.672,-43.526,34.468,5.7059,,,,,,
55.42,32.476,-15.485,-45.084,36.38,5.8482,,,,,,
56.754,33.604,-16.33,-46.357,38.07,5.8785,,,,,,
57.842,34.47,-17.173,-47.384,39.536,5.8201,,,,,,
58.725,35.122,-17.974,-48.203,40.776,5.7093,,,,,,
59.437,35.594,-18.702,-48.843,41.798,5.5766,,,,,,
60.004,35.906,-19.351,-49.327,42.626,5.433,,,,,,
60.446,36.057,-19.937,-49.671,43.292,5.2678,,,,,,
60.779,36.035,-20.489,-49.883,43.827,5.0573,,,,,,
61.014,35.821,-21.027,-49.966,44.255,4.7808,,,,,,
61.158,35.412,-21.555,-49.92,44.585,4.433,,,,,,
61.217,34.822,-22.05,-49.754,44.812,4.0306,,,,,,
61.198,34.089,-22.476,-49.477,44.931,3.6069,,,,,,
61.108,33.266,-22.802,-49.111,44.939,3.1986,,,,,,
60.958,32.407,-23.013,-48.676,44.847,2.8316,,,,,,
60.76,31.553,-23.117,-48.197,44.676,2.5138,,,,,,
60.526,30.728,-23.14,-47.692,44.45,2.2375,,,,,,
60.266,29.943,-23.109,-47.172,44.187,1.9912,,,,,,
59.984,29.206,-23.036,-46.643,43.888,1.7723,,,,,,
59.681,28.53,-22.908,-46.105,43.54,1.594,,,,,,
59.348,27.936,-22.698,-45.558,43.119,1.4812,,,,,,
58.979,27.447,-22.375,-45.007,42.606,1.458,,,,,,
58.57,27.075,-21.925,-44.455,41.996,1.5341,,,,,,
58.123,26.823,-21.358,-43.912,41.306,1.7007,,,,,,
57.651,26.691,-20.7,-43.395,40.566,1.9381,,,,,,
57.175,26.694,-19.978,-42.928,39.805,2.232,,,,,,
56.719,26.868,-19.199,-42.548,39.044,2.5889,,,,,,
56.304,27.268,-18.339,-42.295,38.278,3.0422,,,,,,
55.946,27.952,-17.347,-42.209,37.48,3.6484,,,,,,
55.651,28.966,-16.16,-42.318,36.612,4.4748,,,,,,
55.424,30.318,-14.721,-42.63,35.649,5.5879,,,,,,
55.27,31.982,-13.002,-43.132,34.593,7.0441,,,,,,
55.198,33.905,-11.015,-43.795,33.485,8.8815,,,,,,
55.216,36.033,-8.8091,-44.584,32.389,11.109,,,,,,
55.321,38.325,-6.4513,-45.465,31.359,13.704,,,,,,
55.5,40.757,-3.9883,-46.414,30.406,16.625,,,,,,
55.736,43.318,-1.4218,-47.415,29.492,19.83,,,,,,
56.009,45.991,1.2774,-48.458,28.547,23.27,,,,,,
56.311,48.745,4.1198,-49.534,27.512,26.869,,,,,,
56.639,51.53,7.0439,-50.627,26.368,30.526,,,,,,
56.991,54.284,9.9103,-51.713,25.138,34.142,,,,,,
57.352,56.93,12.557,-52.756,23.871,37.645,,,,,,
57.688,59.379,14.874,-53.708,22.597,40.982,,,,,,
57.945,61.524,16.835,-54.515,21.307,44.076,,,,,,
58.061,63.24,18.478,-55.12,19.947,46.789,,,,,,
57.973,64.399,19.863,-55.472,18.444,48.921,,,,,,
57.621,64.897,21.035,-55.529,16.735,50.276,,,,,,
56.95,64.685,22.012,-55.259,14.802,50.732,,,,,,
55.909,63.768,22.781,-54.644,12.679,50.288,,,,,,
54.446,62.207,23.325,-53.675,10.445,49.053,,,,,,
52.507,60.082,23.631,-52.346,8.1802,47.182,,,,,,
50.036,57.479,23.709,-50.647,5.9416,44.827,,,,,,
46.97,54.477,23.591,-48.563,3.7499,42.1,,,,,,
43.237,51.143,23.329,-46.072,1.5977,39.083,,,,,,
38.767,47.539,22.981,-43.139,-0.52887,35.846,,,,,,
33.519,43.718,22.59,-39.729,-2.6268,32.474,,,,,,
27.519,39.72,22.175,-35.807,-4.6662,29.053,,,,,,
20.902,35.574,21.724,-31.363,-6.5991,25.664,,,,,,
13.921,31.307,21.214,-26.437,-8.3789,22.369,,,,,,
6.9193,26.96,20.634,-21.141,-9.9766,19.233,,,,,,
0.25613,22.604,20.0,-15.666,-11.391,16.334,,,,,,
-5.7752,18.343,19.355,-10.252,-12.646,13.764,,,,,,
-11.01,14.297,18.761,-5.1309,-13.784,11.586,,,,,,
-15.423,10.557,18.272,-0.46387,-14.849,9.8081,,,,,,
-19.086,7.1564,17.913,3.6875,-15.873,8.3808,,,,,,
-22.12,4.0609,17.669,7.3463,-16.868,7.2206,,,,,,
-24.651,1.1989,17.499,10.576,-17.828,6.2411,,,,,,
-26.784,-1.4972,17.363,13.442,-18.737,5.373,,,,,,
-28.598,-4.0558,17.248,15.985,-19.586,4.577,,,,,,
-30.15,-6.4585,17.172,18.225,-20.38,3.8438,,,,,,
-31.482,-8.6572,17.175,20.171,-21.134,3.185,,,,,,
-32.623,-10.606,17.291,21.834,-21.866,2.6174,,,,,,
-33.592,-12.288,17.52,23.236,-22.58,2.1483,,,,,,
-34.407,-13.728,17.823,24.414,-23.26,1.7668,,,,,,
-35.084,-14.983,18.132,25.411,-23.876,1.4449,,,,,,
-35.644,-16.118,18.386,26.271,-24.404,1.1487,,,,,,
-36.109,-17.184,18.552,27.032,-24.835,0.85226,,,,,,
-36.506,-18.202,18.634,27.718,-25.184,0.54732,,,,,,
-36.856,-19.166,18.665,28.341,-25.478,0.24248,,,,,,
-37.175,-20.056,18.687,28.901,-25.747,-0.0454,,,,,,
-37.468,-20.851,18.724,29.396,-26.008,-0.30216,,,,,,
-37.729,-21.539,18.773,29.817,-26.256,-0.52353,,,,,,
-37.94,-22.112,18.806,30.153,-26.47,-0.71547,,,,,,
-38.085,-22.565,18.791,30.391,-26.617,-0.88841,,,,,,
-38.147,-22.889,18.709,30.521,-26.674,-1.0487,,,,,,
-38.123,-23.073,18.559,30.538,-26.631,-1.1926,,,,,,
-38.02,-23.11,18.362,30.449,-26.497,-1.3075,,,,,,
-37.853,-23.008,18.139,30.272,-26.291,-1.3812,,,,,,
-37.648,-22.804,17.9,30.039,-26.04,-1.4137,,,,,,
-37.428,-22.556,17.633,29.787,-25.759,-1.423,,,,,,
-37.209,-22.327,17.31,29.545,-25.452,-1.439,,,,,,
-36.985,-22.149,16.897,29.319,-25.109,-1.4899,,,,,,
-36.736,-22.006,16.382,29.084,-24.712,-1.5847,,,,,,
-36.432,-21.823,15.79,28.792,-24.25,-1.7022,,,,,,
-36.04,-21.488,15.191,28.377,-23.732,-1.791,,,,,,
-35.535,-20.884,14.689,27.781,-23.181,-1.7836,,,,,,
-34.901,-19.917,14.393,26.956,-22.63,-1.6199,,,,,,
-34.133,-18.539,14.372,25.872,-22.107,-1.2696,,,,,,
-33.23,-16.756,14.636,24.52,-21.628,-0.74008,,,,,,
-32.194,-14.611,15.136,22.898,-21.187,-0.064134,,,,,,
-31.023,-12.166,15.8,21.007,-20.768,0.72412,,,,,,
-29.697,-9.464,16.568,18.828,-20.351,1.6131,,,,,,
-28.172,-6.5063,17.417,16.311,-19.922,2.6296,,,,,,
-26.365,-3.2411,18.357,13.364,-19.47,3.8506,,,,,,
-24.148,0.42108,19.404,9.8592,-18.985,5.4137,,,,,,
-21.339,4.5672,20.565,5.6608,-18.454,7.5173,,,,,,
-17.732,9.2251,21.82,0.69328,-17.849,10.369,,,,,,
-13.148,14.32,23.128,-4.9769,-17.137,14.036,,,,,,
-7.5323,19.689,24.441,-11.105,-16.276,18.309,,,,,,
-1.0224,25.163,25.706,-17.341,-15.226,22.811,,,,,,
6.0693,30.649,26.876,-23.382,-13.95,27.3,,,,,,
13.369,36.144,27.917,-29.053,-12.421,31.782,,,,,,
20.547,41.666,28.815,-34.287,-10.621,36.403,,,,,,
27.339,47.176,29.577,-39.044,-8.5447,41.294,,,,,,
33.544,52.547,30.22,-43.28,-6.1999,46.436,,,,,,
39.025,57.581,30.738,-46.958,-3.6175,51.561,,,,,,
43.734,62.057,31.066,-50.061,-0.85659,56.151,,,,,,
47.696,65.758,31.041,-52.6,2.0007,59.571,,,,,,
50.979,68.487,30.402,-54.597,4.8615,61.288,,,,,,
53.648,70.065,28.882,-56.062,7.6349,61.021,,,,,,
55.731,70.344,26.351,-56.976,10.238,58.761,,,,,,
57.191,69.222,22.924,-57.282,12.608,54.73,,,,,,
57.905,66.658,18.939,-56.864,14.679,49.313,,,,,,
57.643,62.679,14.82,-55.55,16.333,42.959,,,,,,
56.078,57.379,10.923,-53.129,17.344,36.091,,,,,,
52.892,50.909,7.4538,-49.424,17.443,29.061,,,,,,
47.936,43.459,4.4608,-44.366,16.499,22.164,,,,,,
41.334,35.23,1.8798,-38.034,14.589,15.631,,,,,,
33.413,26.399,-0.40582,-30.614,11.912,9.6116,,,,,,
24.56,17.132,-2.4828,-22.335,8.6887,4.2196,,,,,,
15.156,7.6667,-4.3493,-13.477,5.1298,-0.42447,,,,,,
5.5855,-1.5987,-5.9414,-4.4344,1.4331,-4.3238,,,,,,
-3.728,-10.176,-7.2114,4.2767,-2.2146,-7.749,,,,,,
-12.329,-17.718,-8.1681,12.125,-5.6516,-11.089,,,,,,
-19.793,-24.163,-8.8617,18.751,-8.7603,-14.591,,,,,,
-25.839,-29.661,-9.3521,24.056,-11.48,-18.263,,,,,,
-30.415,-34.406,-9.6919,28.161,-13.806,-21.916,,,,,,
-33.693,-38.527,-9.9213,31.295,-15.774,-25.297,,,,,,
-35.963,-42.071,-10.076,33.69,-17.428,-28.205,,,,,,
-37.515,-45.046,-10.198,35.53,-18.794,-30.565,,,,,,
-38.571,-47.483,-10.342,36.949,-19.868,-32.428,,,,,,
-39.289,-49.491,-10.589,38.058,-20.631,-33.956,,,,,,
-39.785,-51.291,-11.049,38.984,-21.065,-35.405,,,,,,
-40.16,-53.235,-11.86,39.892,-21.158,-37.106,,,,,,
-40.514,-55.795,-13.16,40.995,-20.899,-39.41,,,,,,
-40.933,-59.519,-15.035,42.551,-20.26,-42.524,,,,,,
-41.463,-64.804,-17.448,44.853,-19.172,-46.009,,,,,,
-42.08,-70.385,-19.275,48.135,-17.502,-47.227,,,,,,
-42.67,-72.134,-17.521,52.112,-15.08,-46.246,,,,,,
-43.014,-71.397,-15.652,55.506,-12.13,-44.574,,,,,,
-42.816,-70.843,-13.927,57.254,-12.21,-43.26,,,,,,
-41.813,-70.824,-13.684,57.328,-20.323,-43.403,,,,,,
-40.613,-73.588,-16.523,56.782,-22.0,-46.779,,,,,,
-53.115,-85.928,-24.351,63.7,-19.597,-57.476,,,,,,
-64.3,-112.01,-41.264,84.291,-14.713,-79.69,,,,,,
-74.315,-153.83,-70.204,110.07,-7.3291,-115.57,,,,,,
-85.373,-209.64,-111.07,143.91,4.3967,-163.97,,,,,,
-93.532,-271.76,-161.62,179.95,23.627,-219.99,,,,,,
-93.434,-327.59,-217.13,207.52,51.319,-275.14,,,,,,
-78.496,-360.86,-269.78,214.37,86.941,-317.52,,,,,,
-39.314,-353.4,-311.25,188.11,129.71,-333.29,,,,,,
35.813,-288.09,-330.23,116.27,178.3,-309.13,,,,,,
154.73,-150.28,-312.82,-10.128,229.1,-230.94,,,,,,
303.39,68.354,-244.83,-192.34,273.06,-87.035,,,,,,
466.95,364.27,-116.38,-420.5,295.76,126.12,,,,,,
624.99,717.08,75.66,-672.59,282.2,398.99,,,,,,
748.89,1086.6,321.34,-914.98,222.15,706.31,,,,,,
809.4,1415.6,593.0,-1105.9,114.73,1005.8,,,,,,
784.51,1641.0,848.33,-1204.3,-29.379,1244.9,,,,,,
667.56,1712.7,1041.7,-1182.3,-189.52,1375.8,,,,,,
471.9,1612.2,1139.5,-1037.0,-340.74,1373.0,,,,,,
229.24,1361.5,1131.2,-793.96,-460.77,1242.9,,,,,,
-18.67,1015.0,1030.2,-500.4,-534.93,1019.5,,,,,,
-231.94,639.78,864.8,-209.07,-557.92,750.46,,,,,,
-383.0,291.06,658.97,38.338,-532.35,475.17,,,,,,
-455.73,13.874,455.14,213.46,-471.24,237.47,,,,,,
-463.69,-185.29,266.66,319.14,-379.4,44.294,,,,,,
-427.25,-306.34,107.86,361.21,-278.32,-97.598,,,,,,
-360.7,-358.54,-11.563,353.12,-181.13,-187.24,,,,,,
-280.6,-355.38,-87.519,311.52,-99.179,-228.53,,,,,,
-202.66,-314.44,-122.21,253.13,-39.582,-228.94,,,,,,
-137.79,-255.86,-123.7,192.6,-4.5224,-200.46,,,,,,
-91.265,-196.22,-105.02,140.52,8.6553,-158.08,,,,,,
-64.339,-145.8,-77.878,102.01,6.9867,-115.77,,,,,,
-54.264,-108.82,-52.071,78.073,-1.5242,-83.273,,,,,,
-53.472,-87.137,-33.762,68.235,-10.685,-63.511,,,,,,
-55.816,-79.02,-22.379,66.24,-18.307,-53.191,,,,,,
-58.769,-78.388,-19.05,66.401,-22.937,-50.154,,,,,,
-59.465,-79.046,-23.163,66.734,-20.889,-51.178,,,,,,
-49.889,-79.857,-23.414,63.705,-15.562,-52.308,,,,,,
-43.129,-79.167,-24.066,54.756,-13.617,-53.232,,,,,,
-40.764,-73.289,-24.437,47.614,-13.26,-53.844,,,,,,
-39.651,-66.268,-23.483,43.773,-13.69,-51.168,,,,,,
-39.045,-61.542,-21.838,41.691,-14.334,-47.105,,,,,,
-38.671,-58.579,-20.345,40.492,-14.887,-44.452,,,,,,
-38.376,-56.606,-19.203,39.709,-15.234,-42.769,,,,,,
-38.064,-55.074,-18.34,39.062,-15.376,-41.525,,,,,,
-37.679,-53.614,-17.628,38.388,-15.353,-40.415,,,,,,
-37.191,-52.014,-16.971,37.602,-15.205,-39.27,,,,,,
-36.59,-50.187,-16.326,36.681,-14.959,-38.007,,,,,,
-35.878,-48.125,-15.688,35.638,-14.629,-36.596,,,,,,
-35.07,-45.866,-15.054,34.502,-14.236,-35.015,,,,,,
-34.19,-43.459,-14.414,33.305,-13.809,-33.233,,,,,,
-33.263,-40.949,-13.743,32.068,-13.381,-31.222,,,,,,
-32.306,-38.382,-13.029,30.802,-12.969,-28.986,,,,,,
-31.312,-35.814,-12.286,29.504,-12.568,-26.589,,,,,,
-30.252,-33.292,-11.555,28.159,-12.145,-24.159,,,,,,
-29.078,-30.844,-10.889,26.744,-11.661,-21.829,,,,,,
-27.737,-28.47,-10.322,25.227,-11.087,-19.677,,,,,,
-26.182,-26.135,-9.8485,23.572,-10.416,-17.692,,,,,,
-24.379,-23.774,-9.42,21.736,-9.6652,-15.809,,,,,,
-22.306,-21.317,-8.9681,19.675,-8.865,-13.942,,,,,,
-19.956,-18.707,-8.433,17.35,-8.0441,-12.038,,,,,,
-17.323,-15.922,-7.7908,14.736,-7.2152,-10.105,,,,,,
-14.396,-12.986,-7.0724,11.833,-6.366,-8.2035,,,,,,
-11.154,-9.9555,-6.3484,8.6706,-5.4597,-6.4143,,,,,,
-7.5845,-6.9118,-5.705,5.3041,-4.4531,-4.7947,,,,,,
-3.6976,-3.9176,-5.2043,1.8054,-3.3121,-3.3613,,,,,,
0.45824,-1.0023,-4.8527,-1.7613,-2.0251,-2.0924,,,,,,
4.8053,1.8464,-4.6183,-5.3506,-0.5972,-0.94503,,,,,,
9.2595,4.6551,-4.4622,-8.9419,0.9626,0.11849,,,,,,
13.752,7.44,-4.3618,-12.525,2.6507,1.1198,,,,,,
18.23,10.196,-4.3321,-16.088,4.4795,2.0559,,,,,,
22.655,12.892,-4.4149,-19.602,6.4747,2.9081,,,,,,
26.981,15.487,-4.6512,-23.022,8.6593,3.6598,,,,,,
31.145,17.944,-5.0485,-26.289,11.028,4.3038,,,,,,
35.062,20.238,-5.5871,-29.343,13.542,4.8459,,,,,,
38.642,22.351,-6.2287,-32.13,16.126,5.3035,,,,,,
41.821,24.263,-6.9396,-34.614,18.689,5.6924,,,,,,
44.577,25.956,-7.7069,-36.783,21.16,6.0174,,,,,,
46.93,27.416,-8.5404,-38.646,23.511,6.2684,,,,,,
48.932,28.631,-9.4605,-40.229,25.757,6.4257,,,,,,
50.647,29.601,-10.481,-41.566,27.934,6.4663,,,,,,
52.138,30.343,-11.597,-42.697,30.069,6.3762,,,,,,
53.453,30.886,-12.781,-43.66,32.156,6.1621,,,,,,
54.622,31.266,-13.992,-44.49,34.152,5.849,,,,,,
55.663,31.514,-15.189,-45.21,35.996,5.472,,,,,,
56.583,31.65,-16.342,-45.833,37.64,5.0596,,,,,,
57.386,31.671,-17.441,-46.36,39.064,4.6248,,,,,,
58.078,31.558,-18.49,-46.786,40.279,4.1624,,,,,,
58.664,31.288,-19.503,-47.103,41.314,3.6564,,,,,,
59.15,30.845,-20.489,-47.306,42.198,3.0913,,,,,,
59.545,30.232,-21.448,-47.394,42.957,2.4637,,,,,,
59.857,29.479,-22.364,-47.378,43.606,1.7881,,,,,,
60.095,28.634,-23.214,-47.273,44.155,1.0948,,,,,,
60.27,27.754,-23.975,-47.097,44.608,0.42061,,,,,,
60.389,26.887,-24.633,-46.867,44.969,-0.20333,,,,,,
60.459,26.061,-25.178,-46.595,45.237,-0.76037,,,,,,
60.479,25.288,-25.61,-46.289,45.409,-1.2481,,,,,,
60.448,24.568,-25.927,-45.947,45.482,-1.6711,,,,,,
60.361,23.896,-26.128,-45.569,45.456,-2.0313,,,,,,
60.215,23.271,-26.209,-45.149,45.335,-2.324,,,,,,
60.009,22.701,-26.166,-44.689,45.123,-2.5382,,,,,,
59.745,22.205,-25.996,-44.197,44.832,-2.6611,,,,,,
59.434,21.81,-25.705,-43.691,44.476,-2.6821,,,,,,
59.091,21.55,-25.301,-43.199,44.074,-2.5953,,,,,,
58.736,21.461,-24.798,-42.755,43.645,-2.3985,,,,,,
58.388,21.576,-24.21,-42.397,43.203,-2.0906,,,,,,
58.067,21.931,-23.543,-42.161,42.757,-1.6669,,,,,,
57.789,22.554,-22.796,-42.075,42.301,-1.1186,,,,,,
57.562,23.46,-21.958,-42.156,41.823,-0.43564,,,,,,
57.388,24.642,-21.014,-42.402,41.304,0.38767,,,,,,
57.263,26.068,-19.953,-42.794,40.731,1.3479,,,,,,
57.181,27.687,-18.776,-43.305,40.107,2.4314,,,,,,
57.139,29.445,-17.503,-43.907,39.456,3.6166,,,,,,
57.139,31.292,-16.175,-44.579,38.818,4.8809,,,,,,
57.187,33.2,-14.84,-45.306,38.237,6.208,,,,,,
57.287,35.155,-13.534,-46.081,37.738,7.5959,,,,,,
57.445,37.157,-12.259,-46.898,37.317,9.0612,,,,,,
57.659,39.204,-10.978,-47.75,36.937,10.634,,,,,,
57.92,41.283,-9.6371,-48.623,36.548,12.34,,,,,,
58.213,43.361,-8.1865,-49.497,36.099,14.184,,,,,,
58.513,45.389,-6.6107,-50.344,35.554,16.13,,,,,,
58.793,47.306,-4.9306,-51.133,34.892,18.111,,,,,,
59.016,49.045,-3.1882,-51.825,34.094,20.042,,,,,,
59.143,50.532,-1.4209,-52.38,33.131,21.839,,,,,,
59.131,51.696,0.35423,-52.757,31.957,23.429,,,,,,
58.936,52.469,2.1337,-52.919,30.521,24.746,,,,,,
58.512,52.799,3.9047,-52.834,28.785,25.729,,,,,,
57.813,52.654,5.6262,-52.475,26.74,26.326,,,,,,
56.785,52.022,7.2299,-51.82,24.411,26.504,,,,,,
55.365,50.91,8.6426,-50.843,21.849,26.248,,,,,,
53.476,49.335,9.8168,-49.513,19.11,25.574,,,,,,
51.031,47.322,10.75,-47.792,16.241,24.526,,,,,,
47.943,44.9,11.486,-45.642,13.273,23.177,,,,,,
44.134,42.109,12.101,-43.029,10.225,21.619,,,,,,
39.559,39.002,12.675,-39.937,7.1234,19.948,,,,,,
34.22,35.641,13.259,-36.366,4.0162,18.245,,,,,,
28.176,32.091,13.854,-32.332,0.97729,16.564,,,,,,
21.559,28.409,14.411,-27.872,-1.9038,14.927,,,,,,
14.59,24.639,14.853,-23.051,-4.5425,13.335,,,,,,
7.5742,20.821,15.127,-17.974,-6.8812,11.793,,,,,,
0.8546,17.008,15.23,-12.802,-8.9049,10.323,,,,,,
-5.2714,13.281,15.216,-7.7358,-10.643,8.9618,,,,,,
-10.618,9.7431,15.175,-2.9776,-12.152,7.7495,,,,,,
-15.125,6.4943,15.195,1.3167,-13.497,6.7096,,,,,,
-18.837,3.5974,15.328,5.0729,-14.724,5.8424,,,,,,
-21.851,1.0634,15.577,8.2953,-15.861,5.1285,,,,,,
-24.29,-1.1391,15.914,11.039,-16.915,4.5389,,,,,,
-26.27,-3.0566,16.31,13.373,-17.89,4.0467,,,,,,
-27.895,-4.724,16.754,15.358,-18.793,3.6377,,,,,,
-29.244,-6.1506,17.267,17.036,-19.645,3.3131,,,,,,
-30.38,-7.3258,17.88,18.433,-20.468,3.0862,,,,,,
-31.351,-8.2379,18.617,19.577,-21.288,2.9723,,,,,,
-32.193,-8.8976,19.473,20.508,-22.115,2.9767,,,,,,
-32.939,-9.3502,20.409,21.279,-22.947,3.0866,,,,,,
-33.612,-9.6701,21.372,21.951,-23.767,3.2721,,,,,,
-34.234,-9.9378,22.313,22.579,-24.556,3.4963,,,,,,
-34.818,-10.21,23.208,23.195,-25.302,3.7295,,,,,,
-35.37,-10.501,24.058,23.805,-26.005,3.96,,,,,,
-35.892,-10.78,24.881,24.389,-26.677,4.1969,,,,,,
-36.38,-10.994,25.698,24.918,-27.335,4.4622,,,,,,
-36.831,-11.094,26.515,25.365,-27.991,4.7756,,,,,,
-37.236,-11.062,27.321,25.719,-28.641,5.1405,,,,,,
-37.591,-10.928,28.087,25.991,-29.264,5.5376,,,,,,
-37.891,-10.754,28.78,26.204,-29.829,5.9299,,,,,,
-38.137,-10.61,29.373,26.386,-30.308,6.2772,,,,,,
-38.334,-10.545,29.856,26.558,-30.691,6.5507,,,,,,
-38.492,-10.576,30.235,26.732,-30.981,6.7415,,,,,,
-38.622,-10.693,30.522,26.91,-31.196,6.8586,,,,,,
-38.735,-10.879,30.73,27.09,-31.357,6.9167,,,,,,
-38.836,-11.127,30.858,27.276,-31.474,6.9236,,,,,,
-38.923,-11.452,30.898,27.471,-31.545,6.8731,,,,,,
-38.988,-11.877,30.832,27.677,-31.555,6.7476,,,,,,
-39.018,-12.414,30.643,27.887,-31.485,6.5276,,,,,,
-38.999,-13.051,30.321,28.087,-31.318,6.204,,,,,,
-38.92,-13.739,29.863,28.247,-31.049,5.7866,,,,,,
-38.773,-14.403,29.271,28.335,-30.684,5.3054,,,,,,
-38.553,-14.957,28.556,28.317,-30.242,4.8031,,,,,,
-38.26,-15.323,27.734,28.163,-29.747,4.3246,,,,,,
-37.897,-15.453,26.836,27.861,-29.221,3.9057,,,,,,
-37.466,-15.333,25.911,27.41,-28.68,3.5671,,,,,,
-36.97,-14.976,25.024,26.819,-28.131,3.3137,,,,,,
-36.406,-14.403,24.238,26.093,-27.568,3.141,,,,,,
-35.767,-13.619,23.601,25.222,-26.982,3.0474,,,,,,
-35.036,-12.601,23.138,24.179,-26.372,3.0479,,,,,,
-34.186,-11.292,22.862,22.908,-25.737,3.182,,,,,,
-33.168,-9.6098,22.78,21.33,-25.079,3.5116,,,,,,
-31.91,-7.4553,22.892,19.333,-24.394,4.1139,,,,,,
-30.304,-4.7272,23.192,16.777,-23.667,5.0821,,,,,,
-28.211,-1.3362,23.669,13.497,-22.879,6.5426,,,,,,
-25.47,2.7693,24.312,9.3435,-22.015,8.6684,,,,,,
-21.919,7.5645,25.106,4.2453,-21.075,11.635,,,,,,
-17.44,12.914,26.031,-1.7068,-20.061,15.464,,,,,,
-12.013,18.592,27.062,-8.2238,-18.974,19.877,,,,,,
-5.7455,24.37,28.153,-14.897,-17.798,24.451,,,,,,
1.135,30.118,29.238,-21.357,-16.494,28.947,,,,,,
8.333,35.817,30.237,-27.384,-15.013,33.407,,,,,,
15.544,41.486,31.1,-32.889,-13.305,38.016,,,,,,
22.497,47.1,31.826,-37.849,-11.339,42.941,,,,,,
28.985,52.553,32.454,-42.255,-9.1069,48.188,,,,,,
34.882,57.668,33.015,-46.095,-6.6283,53.495,,,,,,
40.124,62.226,33.454,-49.364,-3.9571,58.337,,,,,,
44.684,66.002,33.601,-52.057,-1.1909,62.066,,,,,,
48.538,68.778,33.199,-54.169,1.5403,64.102,,,,,,
51.651,70.359,32.01,-55.683,4.1154,64.091,,,,,,
53.969,70.578,29.927,-56.561,6.4513,61.966,,,,,,
55.396,69.317,27.023,-56.722,8.4964,57.922,,,,,,
55.768,66.53,23.52,-56.029,10.193,52.338,,,,,,
54.856,62.259,19.711,-54.301,11.434,45.675,,,,,,
52.418,56.641,15.872,-51.362,12.061,38.385,,,,,,
48.312,49.876,12.212,-47.108,11.943,30.883,,,,,,
42.58,42.178,8.8533,-41.547,11.044,23.518,,,,,,
35.435,33.728,5.8102,-34.788,9.4325,16.531,,,,,,
27.19,24.642,2.987,-26.997,7.2446,10.02,,,,,,
18.207,15.023,0.25566,-18.393,4.6392,4.0033,,,,,,
8.8908,5.0991,-2.3994,-9.3049,1.7701,-1.463,,,,,,
-0.32156,-4.6681,-4.8289,-0.21718,-1.2168,-6.3141,,,,,,
-8.9879,-13.675,-6.8595,8.2847,-4.181,-10.648,,,,,,
-16.71,-21.46,-8.4267,15.688,-6.9927,-14.703,,,,,,
-23.186,-27.906,-9.5733,21.717,-9.5503,-18.618,,,,,,
-28.266,-33.172,-10.394,26.375,-11.797,-22.337,,,,,,
-31.988,-37.504,-10.989,29.862,-13.72,-25.715,,,,,,
-34.57,-41.117,-11.445,32.452,-15.33,-28.629,,,,,,
-36.31,-44.142,-11.822,34.396,-16.651,-31.028,,,,,,
-37.478,-46.657,-12.153,35.884,-17.706,-32.929,,,,,,
-38.276,-48.73,-12.465,37.038,-18.509,-34.41,,,,,,
-38.839,-50.478,-12.801,37.963,-19.068,-35.624,,,,,,
-39.268,-52.119,-13.244,38.775,-19.387,-36.807,,,,,,
