I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-55.24,-74.761,-17.292,63.243,-22.987,-47.33,13.007,,-21.553,,-25.766,
-56.54,-73.503,-16.556,63.361,-25.276,-45.196,16.626,,-17.951,,-23.275,
-57.8,-72.868,-13.638,63.755,-27.175,-43.68,19.086,,-13.403,,-21.376,
-58.955,-72.671,-11.259,64.289,-28.773,-42.737,20.421,,-9.3257,,-19.781,
-59.981,-72.736,-9.3795,64.854,-30.154,-42.189,21.052,,-6.2189,,-18.303,
-60.861,-72.907,-7.7617,65.366,-31.364,-41.865,21.325,,-3.7957,,-16.825,
-61.569,-73.069,-6.3505,65.759,-32.398,-41.644,21.457,,-1.7391,,-15.284,
-62.065,-73.153,-5.2218,65.991,-33.202,-41.465,21.564,,0.163,,-13.658,
-62.31,-73.135,-4.4923,66.041,-33.702,-41.316,21.697,,2.02,,-11.942,
-62.274,-73.016,-4.2479,65.908,-33.835,-41.206,21.859,,3.8664,,-10.143,
-61.952,-72.813,-4.5041,65.604,-33.583,-41.151,22.035,,5.698,,-8.2817,
-61.363,-72.539,-5.194,65.148,-32.976,-41.157,22.203,,7.4944,,-6.3863,
-60.543,-72.206,-6.1863,64.562,-32.091,-41.22,22.345,,9.2291,,-4.4908,
-59.532,-71.811,-7.33,63.859,-31.019,-41.315,22.449,,10.875,,-2.6279,
-58.363,-71.335,-8.5079,63.042,-29.839,-41.407,22.511,,12.407,,-0.81779,
-57.057,-70.752,-9.6717,62.106,-28.6,-41.458,22.534,,13.815,,0.94034,
-55.626,-70.041,-10.843,61.042,-27.316,-41.446,22.526,,15.108,,2.6699,
-54.08,-69.192,-12.079,59.849,-25.977,-41.364,22.498,,16.309,,4.4065,
-52.423,-68.204,-13.44,58.528,-24.569,-41.214,22.457,,17.445,,6.1825,
-50.653,-67.077,-14.95,57.077,-23.08,-40.991,22.403,,18.543,,8.015,
-48.766,-65.805,-16.553,55.492,-21.519,-40.674,22.329,,19.618,,9.9031,
-46.778,-64.381,-18.096,53.776,-19.933,-40.231,22.219,,20.672,,11.829,
-44.739,-62.809,-19.347,51.957,-18.416,-39.63,22.05,,21.685,,13.766,
-42.747,-61.112,-20.073,50.092,-17.096,-38.853,21.794,,22.633,,15.69,
-40.925,-59.343,-20.135,48.269,-16.096,-37.911,21.415,,23.484,,17.585,
-39.381,-57.574,-19.559,46.581,-15.473,-36.842,20.876,,24.218,,19.456,
-38.158,-55.876,-18.518,45.093,-15.193,-35.704,20.142,,24.823,,21.322,
-37.209,-54.291,-17.253,43.811,-15.142,-34.552,19.187,,25.309,,23.222,
-36.424,-52.81,-15.964,42.679,-15.189,-33.418,17.991,,25.697,,25.207,
-35.682,-51.377,-14.751,41.605,-15.241,-32.298,16.543,,26.018,,27.333,
-34.899,-49.907,-13.601,40.497,-15.269,-31.155,14.834,,26.298,,29.648,
-34.053,-48.318,-12.434,39.291,-15.304,-29.935,12.846,,26.551,,32.201,
-33.168,-46.552,-11.164,37.965,-15.395,-28.588,10.546,,26.773,,35.04,
-32.284,-44.601,-9.7487,36.538,-15.575,-27.089,7.8708,,26.954,,38.216,
-31.439,-42.501,-8.2169,35.05,-15.849,-25.454,4.7343,,27.079,,41.797,
-30.646,-40.319,-6.6579,33.549,-16.187,-23.73,1.0292,,27.135,,45.859,
-29.889,-38.12,-5.1947,32.064,-16.531,-21.98,-3.3303,,27.11,,50.489,
-29.118,-35.938,-3.9402,30.592,-16.807,-20.258,-8.3796,,26.99,,55.77,
-28.259,-33.752,-2.9603,29.089,-16.946,-18.585,-14.074,,26.766,,61.773,
-27.224,-31.487,-2.2535,27.48,-16.898,-16.931,-20.285,,26.438,,68.565,
-25.914,-29.026,-1.7518,25.662,-16.638,-15.228,-26.834,,26.01,,76.146,
-24.222,-26.232,-1.3499,23.514,-16.162,-13.392,-33.556,,25.485,,84.461,
-22.022,-22.968,-0.94714,20.901,-15.463,-11.35,-40.358,,24.857,,93.412,
-19.188,-19.127,-0.47795,17.7,-14.525,-9.0676,-47.241,,24.116,,102.89,
-15.633,-14.65,0.079625,13.823,-13.33,-6.5409,-54.303,,23.249,,112.82,
-11.36,-9.5278,0.71267,9.2523,-11.872,-3.7808,-61.713,,22.243,,123.18,
-6.4861,-3.8046,1.3895,4.0554,-10.186,-0.79107,-69.678,,21.083,,133.98,
-1.2189,2.4371,2.0769,-1.6224,-8.3547,2.443,-78.382,,19.749,,145.3,
4.2132,9.0921,2.7519,-7.6037,-6.4859,5.9483,-87.928,,18.218,,157.23,
9.6473,16.056,3.4039,-13.745,-4.6597,9.7431,-98.298,,16.462,,169.84,
15.034,23.248,4.033,-19.986,-2.8897,13.818,-109.37,,14.455,,183.16,
20.427,30.624,4.6513,-26.353,-1.1258,18.132,-121.0,,12.173,,197.12,
25.941,38.197,5.2861,-32.934,0.70629,22.63,-133.09,,9.5798,,211.57,
31.696,46.027,5.983,-39.843,2.6601,27.268,-145.62,,6.6214,,226.31,
37.799,54.22,6.8001,-47.198,4.7559,32.023,-158.65,,3.2034,,241.17,
44.351,62.893,7.7822,-55.11,7.0103,36.877,-172.27,,-0.82361,,256.07,
51.453,72.128,8.926,-63.667,9.4781,41.795,-186.52,,-5.6702,,270.97,
59.19,81.921,10.168,-72.903,12.261,46.708,-201.35,,-11.582,,285.91,
67.567,92.147,11.409,-82.745,15.463,51.532,-216.59,,-18.762,,300.93,
76.461,102.57,12.558,-92.982,19.115,56.209,-231.99,,-27.241,,316.03,
85.591,112.88,13.57,-103.27,23.107,60.735,-247.31,,-36.825,,331.16,
94.565,122.77,14.447,-113.2,27.178,65.155,-262.37,,-47.203,,346.23,
102.98,132.01,15.233,-122.41,30.984,69.536,-277.13,,-58.169,,361.13,
110.52,140.43,15.985,-130.68,34.221,73.927,-291.61,,-69.737,,375.74,
117.08,148.0,16.752,-137.95,36.749,78.336,-305.88,,-82.068,,389.94,
122.78,154.79,17.549,-144.34,38.645,82.714,-319.97,,-95.289,,403.61,
127.92,160.94,18.362,-150.07,40.147,86.973,-333.82,,-109.32,,416.63,
132.87,166.6,19.179,-155.4,41.561,91.007,-347.28,,-123.86,,428.89,
138.0,171.9,20.013,-160.52,43.154,94.731,-360.11,,-138.56,,440.25,
143.5,176.9,20.901,-165.52,45.095,98.095,-372.08,,-153.16,,450.57,
149.33,181.63,21.886,-170.4,47.438,101.09,-383.05,,-167.55,,459.73,
155.28,186.07,22.999,-175.05,50.136,103.72,-392.99,,-181.79,,467.7,
161.04,190.2,24.233,-179.37,53.076,106.01,-401.94,,-195.96,,474.57,
166.35,193.96,25.52,-183.26,56.122,107.97,-410.0,,-210.23,,480.48,
171.05,197.33,26.737,-186.69,59.162,109.6,-417.29,,-224.68,,485.64,
175.12,200.27,27.729,-189.66,62.101,110.92,-423.9,,-239.26,,490.24,
178.6,202.8,28.361,-192.2,64.832,111.95,-429.92,,-253.73,,494.42,
181.52,204.93,28.555,-194.33,67.232,112.77,-435.36,,-267.77,,498.22,
183.91,206.72,28.305,-196.11,69.21,113.43,-440.22,,-281.12,,501.59,
185.84,208.22,27.65,-197.56,70.762,114.01,-444.48,,-293.67,,504.43,
187.43,209.47,26.65,-198.75,71.981,114.5,-448.08,,-305.48,,506.59,
188.81,210.48,25.373,-199.77,73.032,114.87,-451.02,,-316.69,,507.97,
190.14,211.23,23.887,-200.65,74.106,115.02,-453.27,,-327.4,,508.47,
191.48,211.69,22.232,-201.42,75.364,114.86,-454.82,,-337.57,,508.05,
192.84,211.76,20.422,-202.04,76.882,114.32,-455.61,,-347.0,,506.66,
194.15,211.39,18.483,-202.47,78.624,113.35,-455.57,,-355.34,,504.18,
195.28,210.52,16.495,-202.61,80.446,111.95,-454.59,,-362.22,,500.35,
196.07,209.11,14.577,-202.37,82.152,110.14,-452.51,,-367.29,,494.81,
196.35,207.12,12.826,-201.64,83.554,107.93,-449.09,,-370.36,,487.16,
195.96,204.53,11.284,-200.33,84.5,105.34,-444.01,,-371.38,,477.12,
194.67,201.28,9.9399,-198.28,84.863,102.35,-436.94,,-370.32,,464.61,
192.23,197.29,8.7459,-195.3,84.503,98.92,-427.59,,-367.11,,449.66,
188.3,192.42,7.6509,-191.16,83.255,95.045,-415.82,,-361.53,,432.37,
182.59,186.51,6.6172,-185.65,80.961,90.718,-401.62,,-353.42,,412.8,
174.99,179.41,5.6286,-178.65,77.555,85.951,-385.11,,-342.71,,391.06,
165.62,171.0,4.6894,-170.17,73.124,80.764,-366.48,,-329.47,,367.34,
154.77,161.24,3.8167,-160.31,67.851,75.186,-345.95,,-313.79,,342.0,
142.76,150.11,3.0305,-149.18,61.93,69.248,-323.73,,-295.75,,315.46,
129.86,137.65,2.3453,-136.86,55.523,62.995,-300.03,,-275.43,,288.19,
116.34,123.98,1.7679,-123.45,48.775,56.489,-275.02,,-252.97,,260.56,
102.37,109.33,1.3009,-109.08,41.815,49.822,-248.97,,-228.69,,232.83,
88.118,94.063,0.94185,-94.028,34.768,43.1,-222.29,,-203.07,,205.18,
73.741,78.672,0.67878,-78.665,27.766,36.412,-195.52,,-176.67,,177.75,
59.434,63.605,0.4932,-63.415,20.931,29.82,-169.1,,-149.97,,150.72,
45.395,49.142,0.37345,-48.604,14.36,23.363,-143.33,,-123.38,,124.35,
31.777,35.361,0.32544,-34.417,8.1183,17.085,-118.29,,-97.285,,98.928,
18.689,22.234,0.3666,-20.954,2.2648,11.043,-93.67,,-72.227,,74.651,
6.2705,9.7617,0.50908,-8.3324,-3.132,5.294,-68.846,,-49.206,,51.855,
-5.2419,-1.948,0.74993,3.2567,-7.9982,-0.10702,-44.557,,-29.616,,31.339,
-15.517,-12.677,1.0739,13.577,-12.274,-5.1051,-24.272,,-14.731,,14.034,
-24.259,-22.186,1.4573,22.443,-15.935,-9.6456,-10.728,,-5.0301,,0.13133,
-31.369,-30.329,1.8633,29.815,-18.999,-13.69,-2.804,,0.51712,,-11.006,
-36.977,-37.116,2.2367,35.811,-21.516,-17.233,2.4876,,4.0699,,-20.191,
-41.349,-42.685,2.509,40.645,-23.552,-20.301,7.3122,,7.0356,,-27.986,
-44.775,-47.233,2.6163,44.555,-25.174,-22.942,12.153,,9.6732,,-34.698,
-47.494,-50.959,2.5147,47.746,-26.442,-25.206,16.537,,11.886,,-40.503,
-49.677,-54.027,2.1843,50.373,-27.406,-27.14,20.057,,13.602,,-45.532,
-51.422,-56.559,1.6235,52.533,-28.097,-28.794,22.66,,14.81,,-49.902,
-52.768,-58.639,0.84622,54.269,-28.525,-30.216,24.494,,15.543,,-53.713,
-53.723,-60.311,-0.11337,55.594,-28.693,-31.443,25.736,,15.864,,-57.048,
-54.288,-61.593,-1.1935,56.504,-28.612,-32.491,26.534,,15.858,,-59.968,
-54.473,-62.477,-2.3039,56.994,-28.318,-33.349,27.005,,15.623,,-62.509,
-54.307,-62.948,-3.3374,57.076,-27.865,-33.982,27.24,,15.26,,-64.677,
-53.838,-63.003,-4.1951,56.783,-27.32,-34.351,27.314,,14.862,,-66.455,
-53.143,-62.672,-4.8159,56.181,-26.751,-34.44,27.287,,14.502,,-67.814,
-52.314,-62.027,-5.1961,55.364,-26.206,-34.269,27.205,,14.23,,-68.736,
-51.441,-61.17,-5.3814,54.441,-25.705,-33.892,27.098,,14.076,,-69.225,
-50.595,-60.213,-5.4313,53.51,-25.24,-33.377,26.986,,14.052,,-69.312,
-49.815,-59.246,-5.3794,52.641,-24.802,-32.783,26.88,,14.161,,-69.048,
-49.112,-58.315,-5.2157,51.852,-24.39,-32.146,26.788,,14.395,,-68.49,
-48.464,-57.409,-4.8936,51.122,-24.022,-31.471,26.715,,14.746,,-67.687,
-47.84,-56.483,-4.3589,50.399,-23.718,-30.741,26.663,,15.197,,-66.673,
-47.208,-55.485,-3.5858,49.635,-23.498,-29.931,26.633,,15.734,,-65.461,
-46.556,-54.392,-2.6038,48.81,-23.374,-29.037,26.629,,16.345,,-64.054,
-45.9,-53.229,-1.5056,47.939,-23.342,-28.093,26.653,,17.023,,-62.464,
-45.275,-52.074,-0.43109,47.078,-23.376,-27.171,26.706,,17.758,,-60.719,
-44.716,-51.029,0.46671,46.294,-23.429,-26.36,26.788,,18.535,,-58.87,
-44.237,-50.189,1.0619,45.643,-23.439,-25.75,26.896,,19.329,,-56.979,
-43.825,-49.61,1.2883,45.152,-23.343,-25.394,27.023,,20.106,,-55.108,
-43.444,-49.295,1.1536,44.812,-23.101,-25.3,27.16,,20.829,,-53.299,
-43.061,-49.209,0.72818,44.598,-22.707,-25.427,27.297,,21.467,,-51.567,
-42.665,-49.302,0.11171,44.48,-22.187,-25.718,27.426,,22.001,,-49.899,
-42.264,-49.535,-0.60868,44.439,-21.596,-26.129,27.543,,22.43,,-48.274,
-41.88,-49.88,-1.3851,44.459,-20.99,-26.644,27.646,,22.759,,-46.686,
-41.535,-50.307,-2.2093,44.521,-20.417,-27.251,27.735,,22.999,,-45.148,
-41.245,-50.765,-3.0895,44.602,-19.906,-27.917,27.819,,23.155,,-43.695,
-41.014,-51.184,-4.0192,44.666,-19.469,-28.573,27.908,,23.233,,-42.363,
-40.835,-51.493,-4.9613,44.68,-19.102,-29.131,28.014,,23.23,,-41.175,
-40.687,-51.645,-5.8548,44.622,-18.784,-29.522,28.143,,23.139,,-40.131,
-40.547,-51.637,-6.6295,44.49,-18.496,-29.722,28.294,,22.944,,-39.218,
-40.408,-51.515,-7.2153,44.309,-18.23,-29.755,28.452,,22.625,,-38.426,
-40.291,-51.351,-7.5438,44.131,-18.015,-29.671,28.598,,22.161,,-37.752,
-40.248,-51.214,-7.5457,44.01,-17.912,-29.522,28.71,,21.536,,-37.204,
-40.325,-51.13,-7.1624,43.981,-17.987,-29.334,28.771,,20.744,,-36.792,
-40.531,-51.076,-6.3813,44.031,-18.278,-29.099,28.771,,19.788,,-36.51,
-40.819,-50.983,-5.2653,44.103,-18.762,-28.787,28.706,,18.682,,-36.328,
-41.105,-50.774,-3.9482,44.117,-19.36,-28.372,28.579,,17.448,,-36.192,
-41.304,-50.395,-2.5936,44.009,-19.973,-27.847,28.399,,16.125,,-36.038,
-41.364,-49.837,-1.3418,43.751,-20.514,-27.229,28.178,,14.765,,-35.803,
-41.294,-49.133,-0.27225,43.365,-20.944,-26.545,27.937,,13.434,,-35.441,
-41.146,-48.348,0.60505,42.913,-21.272,-25.823,27.701,,12.194,,-34.93,
-40.986,-47.551,1.3336,42.459,-21.532,-25.086,27.5,,11.095,,-34.269,
-40.842,-46.781,1.977,42.036,-21.746,-24.348,27.361,,10.164,,-33.48,
-40.676,-46.026,2.5802,41.616,-21.904,-23.611,27.309,,9.4134,,-32.591,
-40.395,-45.225,3.1496,41.114,-21.972,-22.866,27.361,,8.8479,,-31.631,
-39.889,-44.275,3.6625,40.42,-21.907,-22.09,27.527,,8.4792,,-30.616,
-39.072,-43.057,4.0897,39.427,-21.683,-21.236,27.804,,8.3317,,-29.541,
-37.91,-41.454,4.4176,38.063,-21.311,-20.236,28.185,,8.44,,-28.38,
-36.433,-39.372,4.6673,36.301,-20.835,-19.01,28.66,,8.839,,-27.089,
-34.724,-36.754,4.9056,34.165,-20.328,-17.474,29.222,,9.5519,,-25.623,
-32.893,-33.589,5.2389,31.718,-19.865,-15.561,29.869,,10.582,,-23.948,
-31.033,-29.903,5.7912,29.035,-19.499,-13.223,30.597,,11.913,,-22.062,
-29.187,-25.741,6.6709,26.171,-19.247,-10.433,31.395,,13.503,,-19.99,
-27.333,-21.157,7.9433,23.146,-19.095,-7.1865,32.232,,15.296,,-17.774,
-25.414,-16.213,9.622,19.948,-19.011,-3.5243,33.052,,17.221,,-15.465,
-23.365,-10.984,11.683,16.564,-18.959,0.45588,33.774,,19.196,,-13.106,
-21.139,-5.5673,14.078,12.997,-18.906,4.6113,34.32,,21.14,,-10.738,
-18.705,-0.067005,16.727,9.2629,-18.824,8.7881,34.638,,22.977,,-8.3971,
-16.036,5.428,19.5,5.3779,-18.684,12.857,34.723,,24.636,,-6.118,
-13.095,10.877,22.223,1.337,-18.448,16.744,34.595,,26.059,,-3.9356,
-9.8388,16.306,24.74,-2.8975,-18.078,20.443,34.238,,27.201,,-1.8815,
-6.2213,21.798,26.951,-7.3869,-17.53,24.009,33.514,,28.026,,0.016819,
-2.2153,27.432,28.781,-12.183,-16.765,27.512,32.121,,28.509,,1.7341,
2.1645,33.222,30.145,-17.281,-15.751,30.979,29.642,,28.631,,3.2482,
6.8487,39.068,30.964,-22.591,-14.466,34.359,25.698,,28.378,,4.5484,
11.724,44.771,31.199,-27.942,-12.894,37.518,20.124,,27.75,,5.6414,
16.666,50.065,30.867,-33.124,-11.013,40.268,13.067,,26.764,,6.5691,
21.575,54.671,30.01,-37.938,-8.7994,42.397,4.9516,,25.454,,7.3911,
26.383,58.349,28.659,-42.23,-6.229,43.712,-3.6224,,23.868,,8.1631,
31.034,60.938,26.817,-45.894,-3.3041,44.088,-12.019,,22.071,,8.9169,
35.459,62.383,24.511,-48.865,-0.072844,43.507,-19.683,,20.135,,9.6582,
39.556,62.727,21.833,-51.097,3.3628,42.051,-26.226,,18.131,,10.36,
43.185,62.058,18.924,-52.537,6.8573,39.857,-31.469,,16.116,,10.97,
46.172,60.455,15.901,-53.111,10.237,37.051,-35.427,,14.123,,11.437,
48.322,57.956,12.809,-52.728,13.32,33.708,-38.247,,12.164,,11.712,
49.456,54.558,9.6522,-51.316,15.934,29.851,-40.102,,10.238,,11.768,
49.464,50.246,6.4417,-48.878,17.952,25.484,-41.095,,8.336,,11.589,
48.328,45.019,3.2237,-45.49,19.309,20.639,-41.221,,6.4545,,11.175,
46.105,38.9,0.069698,-41.252,20.011,15.414,-40.43,,4.5943,,10.537,
42.858,31.965,-2.9489,-36.225,20.103,9.9726,-38.739,,2.7602,,9.7021,
38.642,24.336,-5.7718,-30.437,19.627,4.4948,-36.275,,0.95781,,8.7086,
33.52,16.154,-8.3475,-23.94,18.602,-0.8876,-33.219,,-0.80862,,7.6047,
27.597,7.5509,-10.637,-16.83,17.045,-6.125,-29.738,,-2.5362,,6.4375,
21.032,-1.3482,-12.627,-9.2531,15.005,-11.221,-25.95,,-4.2237,,5.2394,
14.019,-10.381,-14.332,-1.3976,12.573,-16.165,-21.934,,-5.8676,,4.0198,
6.7778,-19.313,-15.799,6.5099,9.8603,-20.886,-17.751,,-7.4563,,2.7693,
-0.47611,-27.849,-17.084,14.224,6.9841,-25.27,-13.46,,-8.9669,,1.4796,
-7.5423,-35.707,-18.247,21.517,4.0516,-29.213,-9.138,,-10.364,,0.15724,
-14.24,-42.686,-19.328,28.202,1.1634,-32.672,-4.8822,,-11.613,,-1.162,
-20.397,-48.697,-20.338,34.146,-1.5825,-35.66,-0.80928,,-12.705,,-2.4164,
-25.854,-53.736,-21.251,39.258,-4.0933,-38.216,2.9625,,-13.679,,-3.533,
-30.492,-57.839,-21.967,43.489,-6.3128,-40.356,6.3423,,-14.619,,-4.4492,
-34.294,-61.041,-22.274,46.839,-8.2731,-42.039,9.3014,,-15.603,,-5.1258,
-37.373,-63.355,-21.859,49.356,-10.121,-43.158,11.903,,-16.623,,-5.5658,
-39.935,-64.777,-20.471,51.13,-12.066,-43.58,14.315,,-17.466,,-5.8395,
-42.204,-65.303,-18.259,52.275,-14.255,-43.226,16.773,,-17.632,,-6.0951,
-44.34,-64.958,-16.404,52.914,-16.654,-42.147,19.462,,-16.381,,-6.5451,
-46.389,-63.812,-19.734,53.162,-19.043,-40.547,22.297,,-13.161,,-7.3984,
-48.265,-61.945,-29.237,53.075,-21.11,-38.737,24.414,,-9.0369,,-8.7521,
-49.772,-59.387,-34.499,52.595,-22.68,-36.867,21.452,,-15.254,,-10.457,
-50.599,-56.004,-37.101,51.461,-24.102,-34.623,8.2499,,-35.427,,-11.985,
-50.286,-51.352,-36.396,49.133,-25.973,-31.454,1.1912,,-38.663,,-12.316,
-48.114,-44.603,-28.58,44.664,-27.861,-27.149,0.86579,,-43.404,,-9.7699,
-43.113,-35.326,-10.282,36.937,-29.199,-22.058,5.1759,,-47.408,,-1.6628,
-42.659,-29.521,18.299,32.637,-39.556,-16.156,18.191,,-45.291,,6.9192,
-93.647,-35.117,53.891,61.759,-83.004,-4.1781,47.101,,-29.823,,-25.021,
-125.14,-22.215,92.132,71.797,-119.56,20.82,95.829,,7.4604,,-39.289,
-146.17,-7.4657,127.15,76.466,-146.04,48.763,161.73,,75.007,,-61.024,
-153.67,3.9296,151.17,75.835,-158.08,70.53,235.71,,177.94,,-86.32,
-142.23,15.835,157.77,64.512,-152.48,84.668,304.63,,314.32,,-105.25,
-107.05,35.13,145.9,36.998,-127.17,93.031,356.71,,476.05,,-101.52,
-40.983,72.072,120.26,-14.983,-80.042,100.44,382.74,,651.01,,-54.327,
61.761,138.99,87.757,-100.41,-11.499,117.03,373.94,,823.14,,58.186,
198.7,242.48,55.869,-221.31,72.929,152.02,326.7,,972.58,,256.07,
357.34,377.17,31.707,-368.61,163.24,206.6,248.43,,1078.9,,555.06,
517.91,526.25,18.225,-523.93,248.59,273.73,155.65,,1125.6,,960.16,
658.13,666.12,12.551,-664.21,319.53,340.94,64.271,,1104.3,,1456.3,
757.56,772.3,11.994,-766.82,367.77,394.64,-13.831,,1015.5,,2001.4,
801.1,825.03,15.534,-814.46,387.15,423.73,-66.423,,867.08,,2524.9,
780.64,812.37,21.035,-797.27,375.35,420.97,-81.91,,670.88,,2934.8,
696.78,732.38,25.921,-714.8,333.54,383.66,-54.019,,438.21,,3137.1,
559.31,592.98,27.821,-576.06,266.76,314.19,15.052,,177.83,,3064.4,
385.78,410.81,24.407,-398.14,183.85,220.06,113.06,,-101.57,,2702.6,
198.77,208.7,15.112,-203.62,96.143,112.64,218.48,,-386.56,,2102.7,
22.288,11.189,0.83068,-16.601,15.633,4.7736,304.65,,-656.42,,1370.7,
-123.01,-160.08,-17.797,142.3,-46.779,-92.646,347.35,,-885.23,,637.56,
-224.84,-292.57,-41.738,260.76,-84.035,-173.1,334.36,,-1048.7,,20.921,
-281.79,-382.81,-72.425,335.85,-95.77,-234.51,269.11,,-1132.6,,-406.85,
-299.84,-433.86,-107.88,371.66,-87.002,-277.36,167.77,,-1136.5,,-631.42,
-282.77,-445.66,-142.76,369.62,-62.249,-298.71,50.078,,-1070.1,,-685.63,
-241.82,-430.74,-171.83,341.38,-27.347,-303.94,-63.844,,-957.39,,-626.03,
-189.44,-396.35,-192.19,297.18,5.6259,-294.76,-152.1,,-819.34,,-510.36,
-134.06,-349.59,-197.55,246.59,3.3932,-272.26,-203.43,,-674.95,,-382.03,
-82.956,-295.83,-186.36,191.17,-11.357,-239.59,-217.71,,-537.6,,-264.48,
-72.57,-239.75,-162.19,145.55,-15.015,-200.34,-202.34,,-414.54,,-168.01,
-70.62,-188.36,-129.54,117.89,-15.991,-158.86,-167.83,,-308.57,,-100.68,
-67.728,-146.82,-93.374,100.29,-16.682,-120.88,-122.22,,-221.62,,-60.298,
-64.586,-119.61,-58.533,89.761,-17.395,-90.051,-71.166,,-153.9,,-38.202,
-61.104,-101.86,-30.088,82.138,-17.741,-67.828,-27.521,,-102.09,,-28.055,
-57.391,-89.407,-11.243,75.231,-17.852,-52.926,-7.9228,,-65.699,,-23.625,
-54.098,-81.098,-1.7254,68.677,-18.176,-43.462,0.69218,,-44.054,,-23.187,
-51.515,-75.762,2.4932,63.202,-18.979,-38.595,6.108,,-33.942,,-30.645,
-49.591,-70.998,4.3634,58.923,-20.201,-37.768,10.845,,-31.522,,-33.73,
-48.173,-66.127,3.9911,55.51,-21.577,-37.608,13.824,,-33.998,,-28.405,
-47.075,-61.639,1.7472,52.689,-22.836,-34.957,16.135,,-32.065,,-23.474,
-46.121,-57.763,2.6782,50.297,-23.808,-31.43,19.448,,-25.961,,-20.017,
-45.187,-54.545,5.0647,48.255,-24.425,-28.326,22.589,,-23.626,,-17.728,
-44.213,-51.987,7.0382,46.522,-24.683,-25.934,24.671,,-19.657,,-16.239,
-43.189,-50.053,8.3576,45.069,-24.617,-24.261,25.864,,-15.837,,-15.263,
-42.124,-48.643,9.058,43.849,-24.275,-23.216,26.509,,-13.062,,-14.577,
-41.022,-47.607,9.2356,42.792,-23.715,-22.638,26.864,,-11.041,,-13.992,
-39.876,-46.768,9.0114,41.809,-22.993,-22.336,27.094,,-9.3808,,-13.357,
-38.667,-45.965,8.5047,40.816,-22.157,-22.136,27.302,,-7.8072,,-12.58,
-37.374,-45.083,7.8093,39.746,-21.243,-21.915,27.54,,-6.202,,-11.64,
-35.986,-44.078,6.9821,38.573,-20.273,-21.625,27.811,,-4.5723,,-10.59,
-34.512,-42.98,6.0441,37.315,-19.257,-21.291,28.089,,-2.9971,,-9.5259,
-32.988,-41.88,4.9972,36.033,-18.204,-20.993,28.333,,-1.5703,,-8.5461,
-31.477,-40.898,3.8556,34.817,-17.127,-20.822,28.508,,-0.35864,,-7.6911,
-30.056,-40.13,2.676,33.754,-16.062,-20.834,28.588,,0.62188,,-6.9595,
-28.805,-39.612,1.5615,32.902,-15.064,-21.02,28.567,,1.4075,,-6.3041,
-27.772,-39.31,0.6236,32.266,-14.194,-21.308,28.446,,2.0666,,-5.6691,
-26.952,-39.145,-0.071027,31.802,-13.488,-21.611,28.232,,2.6696,,-5.0312,
-26.292,-39.033,-0.53063,31.443,-12.937,-21.868,27.929,,3.2601,,-4.4197,
-25.72,-38.916,-0.82285,31.126,-12.504,-22.053,27.537,,3.849,,-3.9104,
-25.19,-38.762,-1.0246,30.815,-12.155,-22.167,27.051,,4.4302,,-3.5671,
-24.709,-38.554,-1.1726,30.505,-11.894,-22.201,26.468,,5.002,,-3.4161,
-24.335,-38.277,-1.2461,30.213,-11.766,-22.129,25.791,,5.58,,-3.417,
-24.137,-37.923,-1.1896,29.97,-11.825,-21.916,25.026,,6.1905,,-3.4805,
-24.14,-37.485,-0.95848,29.784,-12.086,-21.542,24.182,,6.8535,,-3.4911,
-24.273,-36.963,-0.5595,29.626,-12.487,-21.024,23.262,,7.5704,,-3.3539,
-24.381,-36.363,-0.060529,29.424,-12.897,-20.417,22.254,,8.3243,,-3.0161,
-24.28,-35.698,0.43462,29.095,-13.167,-19.805,21.142,,9.0956,,-2.4617,
-23.85,-35.0,0.83092,28.588,-13.184,-19.276,19.911,,9.8825,,-1.6901,
-23.082,-34.316,1.0819,27.914,-12.916,-18.891,18.57,,10.712,,-0.69384,
-22.083,-33.692,1.1994,27.135,-12.413,-18.661,17.15,,11.635,,0.55116,
-21.008,-33.145,1.2277,26.333,-11.782,-18.55,15.694,,12.706,,2.0677,
-19.983,-32.642,1.2011,25.553,-11.129,-18.487,14.236,,13.961,,3.8865,
-19.035,-32.113,1.1157,24.782,-10.5,-18.397,12.782,,15.406,,6.0184,
-18.091,-31.474,0.92813,23.957,-9.8673,-18.23,11.295,,17.015,,8.4377,
-17.026,-30.664,0.57831,22.998,-9.1476,-17.968,9.7053,,18.734,,11.104,
-15.711,-29.661,0.016831,21.841,-8.248,-17.633,7.9167,,20.498,,13.972,
-14.056,-28.479,-0.77217,20.453,-7.0946,-17.267,5.8228,,22.246,,17.006,
-12.007,-27.145,-1.7567,18.817,-5.6479,-16.917,3.3293,,23.929,,20.206,
-9.54,-25.662,-2.8545,16.916,-3.9095,-16.598,0.3701,,25.523,,23.618,
-6.6563,-23.987,-3.9486,14.721,-1.9228,-16.282,-3.085,,27.025,,27.342,
-3.3719,-22.036,-4.9218,12.189,0.23907,-15.901,-7.0323,,28.441,,31.527,
0.29373,-19.713,-5.7019,9.2734,2.507,-15.38,-11.454,,29.772,,36.343,
4.338,-16.94,-6.2961,5.9336,4.8614,-14.672,-16.329,,30.997,,41.955,
8.7897,-13.683,-6.7886,2.1434,7.3539,-13.768,-21.644,,32.074,,48.486,
