I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-4.4779,-3.7846,-4.2188,3.9478,-0.57608,-3.5702,,,,4.88,,
-4.4972,-3.5764,-3.8425,3.8878,-0.68257,-3.3388,,,,4.88,,
-4.5152,-3.362,-3.469,3.8402,-0.76739,-3.0892,,,,4.88,,
-4.5532,-3.1684,-3.1026,3.8144,-0.84984,-2.842,,,,4.88,,
-4.6258,-2.9894,-2.7185,3.8057,-0.95718,-2.5906,,,,4.88,,
-4.734,-2.79,-2.2837,3.797,-1.1094,-2.3085,,,,4.88,,
-4.8639,-2.5309,-1.7836,3.7665,-1.3087,-1.9724,,,,4.88,,
-4.9935,-2.1949,-1.233,3.6991,-1.5385,-1.5808,,,,4.88,,
-5.1018,-1.7993,-0.66838,3.5936,-1.7705,-1.1567,,,,4.88,,
-5.1763,-1.3887,-0.1313,3.463,-1.9761,-0.73496,,,,4.88,,
-5.2155,-1.0178,0.34781,3.3287,-2.1371,-0.34842,,,,4.88,,
-5.2268,-0.72966,0.76044,3.2113,-2.2519,-0.017524,,,,4.88,,
-5.2227,-0.53921,1.1201,3.124,-2.3351,0.25419,,,,4.88,,
-5.2155,-0.42972,1.4485,3.0691,-2.4086,0.47699,,,,4.88,,
-5.2145,-0.36605,1.7561,3.0403,-2.4884,0.66436,,,,4.88,,
-5.2234,-0.31773,2.0302,3.0282,-2.5745,0.82062,,,,4.88,,
-5.2417,-0.27725,2.2358,3.0281,-2.649,0.93467,,,,4.88,,
-5.2686,-0.26319,2.3264,3.0424,-2.6872,0.98406,,,,4.88,,
-5.306,-0.3052,2.2659,3.0792,-2.6726,0.94817,,,,4.88,,
-5.359,-0.42082,2.0561,3.1465,-2.6083,0.8235,,,,4.88,,
-5.433,-0.60222,1.7458,3.2463,-2.5169,0.63039,,,,4.88,,
-5.5292,-0.82098,1.4117,3.3737,-2.4306,0.40611,,,,4.88,,
-5.641,-1.0449,1.1269,3.519,-2.3754,0.18935,,,,4.88,,
-5.7531,-1.2541,0.93331,3.6702,-2.3595,0.0045322,,,,4.88,,
-5.8448,-1.4463,0.82821,3.8151,-2.3707,-0.14685,,,,4.88,,
-5.8982,-1.6323,0.77125,3.9437,-2.3846,-0.28274,,,,4.88,,
-5.9075,-1.8244,0.70891,4.0512,-2.3797,-0.42657,,,,4.88,,
-5.8838,-2.0253,0.60457,4.1391,-2.35,-0.59122,,,,4.88,,
-5.8503,-2.2215,0.45851,4.2118,-2.3077,-0.76913,,,,4.88,,
-5.8314,-2.3851,0.30881,4.2722,-2.2753,-0.93213,,,,4.88,,
-5.8435,-2.4827,0.21465,4.3195,-2.2764,-1.0397,,,,4.88,,
-5.8902,-2.4864,0.22959,4.3501,-2.3258,-1.0528,,,,4.88,,
-5.9625,-2.3864,0.376,4.3615,-2.4208,-0.95128,,,,4.88,,
-6.0427,-2.2003,0.63252,4.3555,-2.5393,-0.74595,,,,4.88,,
-6.1092,-1.9695,0.94224,4.3385,-2.6447,-0.47689,,,,4.88,,
-6.142,-1.7431,1.2366,4.3185,-2.6989,-0.19708,,,,4.88,,
-6.1291,-1.5578,1.461,4.2999,-2.6789,0.046916,,,,4.88,,
-6.0689,-1.4271,1.5898,4.2799,-2.5874,0.227,,,,4.88,,
-5.9696,-1.3432,1.6241,4.2493,-2.4469,0.33515,,,,4.88,,
-5.844,-1.2896,1.5735,4.1977,-2.2859,0.37469,,,,4.88,,
-5.7058,-1.2587,1.4381,4.1224,-2.1245,0.34704,,,,4.88,,
-5.5679,-1.2625,1.204,4.0339,-1.968,0.24334,,,,4.88,,
-5.4424,-1.3286,0.85323,3.9526,-1.8124,0.047881,,,,4.88,,
-5.3384,-1.4815,0.38011,3.8985,-1.6527,-0.24761,,,,4.88,,
-5.2592,-1.7212,-0.19317,3.8797,-1.4902,-0.62797,,,,4.88,,
-5.1979,-2.0141,-0.81288,3.8872,-1.3289,-1.0495,,,,4.88,,
-5.1367,-2.3007,-1.4085,3.8977,-1.1693,-1.4516,,,,4.88,,
-5.0515,-2.5154,-1.9163,3.8827,-1.0063,-1.7764,,,,4.88,,
-4.9194,-2.6076,-2.2962,3.8188,-0.83039,-1.9856,,,,4.88,,
-4.7259,-2.5522,-2.5335,3.6933,-0.6341,-2.065,,,,4.88,,
-4.4651,-2.3457,-2.6315,3.5007,-0.41798,-2.0183,,,,4.88,,
-4.1357,-1.9905,-2.6003,3.2339,-0.19086,-1.8565,,,,4.88,,
-3.7375,-1.4771,-2.4468,2.8751,0.032879,-1.5872,,,,4.88,,
-3.2666,-0.77139,-2.1701,2.3894,0.23479,-1.2086,,,,4.88,,
-2.7127,0.19044,-1.7679,1.7176,0.40106,-0.7081,,,,4.88,,
-2.0552,1.4944,-1.253,0.77019,0.53317,-0.060939,,,,4.88,,
-1.2618,3.221,-0.66897,-0.56503,0.65471,0.76832,,,,4.88,,
-0.28828,5.3811,-0.08893,-2.3756,0.80675,1.796,,,,4.88,,
0.91483,7.8456,0.40956,-4.6339,1.0344,2.9502,,,,4.88,,
2.3898,10.372,0.78264,-7.1612,1.3765,4.0603,,,,4.88,,
4.1628,12.768,1.0446,-9.7269,1.8713,4.9873,,,,4.88,,
6.2588,15.054,1.2526,-12.196,2.5763,5.7633,,,,4.88,,
8.7427,17.42,1.4694,-14.598,3.5942,6.5436,,,,4.88,,
11.749,19.991,1.7425,-17.101,5.0832,7.4086,,,,4.88,,
15.429,22.677,2.0945,-19.901,7.179,8.2819,,,,4.88,,
19.788,25.254,2.4931,-23.05,9.7859,8.9925,,,,4.88,,
24.558,27.475,2.7928,-26.328,12.564,9.3539,,,,4.88,,
29.366,29.116,2.6741,-29.355,15.419,9.2371,,,,4.88,,
34.015,29.966,1.6247,-31.902,18.669,8.6086,,,,4.88,,
38.459,29.885,-0.96481,-33.993,22.622,7.5301,,,,4.88,,
42.682,28.962,-5.5065,-35.776,27.32,6.1403,,,,4.88,,
46.692,27.571,-11.885,-37.452,32.576,4.6201,,,,4.88,,
50.574,26.288,-19.405,-39.322,38.086,3.1391,,,,4.88,,
54.513,25.706,-27.049,-41.814,43.544,1.8092,,,,4.88,,
58.742,26.098,-33.935,-45.256,48.706,0.66575,,,,4.88,,
63.388,27.173,-39.639,-49.473,53.42,-0.3394,,,,4.88,,
68.312,28.248,-44.158,-53.819,57.624,-1.3259,,,,4.88,,
73.085,28.613,-47.78,-57.588,61.346,-2.4157,,,,4.88,,
77.169,27.818,-50.967,-60.231,64.677,-3.7023,,,,4.88,,
80.158,25.846,-54.115,-61.39,67.698,-5.3513,,,,4.88,,
81.895,23.005,-57.352,-60.896,70.43,-7.6798,,,,4.88,,
82.424,19.595,-60.649,-58.767,72.86,-10.974,,,,4.88,,
81.907,15.764,-64.056,-55.174,74.994,-15.229,,,,4.88,,
80.556,11.619,-67.744,-50.395,76.873,-20.192,,,,4.88,,
78.596,7.4017,-71.913,-44.82,78.541,-25.518,,,,4.88,,
76.221,3.4859,-76.566,-38.984,79.941,-30.814,,,,4.88,,
73.537,0.11158,-81.275,-33.605,80.792,-35.633,,,,4.88,,
70.539,-2.6605,-85.16,-29.237,80.648,-39.517,,,,4.88,,
67.127,-4.6807,-87.254,-25.825,79.201,-42.094,,,,4.88,,
63.24,-5.7721,-86.992,-22.946,76.43,-43.187,,,,4.88,,
58.941,-6.1258,-84.354,-20.14,72.566,-42.793,,,,4.88,,
54.333,-6.2056,-79.748,-16.944,67.967,-41.036,,,,4.88,,
49.455,-6.2949,-73.855,-13.17,62.914,-38.255,,,,4.88,,
44.27,-6.4431,-67.339,-9.2641,57.524,-35.04,,,,4.88,,
38.718,-6.6277,-60.65,-5.879,51.802,-31.942,,,,4.88,,
32.776,-6.8223,-53.996,-3.2357,45.709,-29.176,,,,4.88,,
26.511,-6.9933,-47.362,-1.2137,39.218,-26.653,,,,4.88,,
20.09,-7.0925,-40.678,0.35659,32.352,-24.153,,,,4.88,,
13.739,-7.0721,-34.059,1.6005,25.232,-21.439,,,,4.88,,
7.6719,-6.9138,-27.658,2.6225,18.116,-18.328,,,,4.88,,
2.0654,-6.6476,-21.294,3.5428,11.251,-14.818,,,,4.88,,
-3.0647,-6.3455,-14.5,4.5152,4.2894,-11.257,,,,4.88,,
-8.36,-6.0925,-7.4393,5.7452,-3.3997,-8.16,,,,4.88,,
-15.045,-5.9521,-2.123,7.5194,-9.4014,-5.7709,,,,4.88,,
-20.668,-5.9296,0.56308,10.04,-11.617,-3.974,,,,4.88,,
-21.706,-5.9296,0.79809,12.429,-10.8,-2.5411,,,,4.88,,
-19.637,-5.7123,-0.87187,12.754,-7.849,-1.2757,,,,4.88,,
-15.884,-4.9243,-1.0821,11.03,-5.4162,0.11415,,,,4.88,,
-14.64,-3.3559,0.90399,10.032,-5.7055,2.4826,,,,4.88,,
-18.814,-3.7592,5.0849,12.322,-10.009,5.2258,,,,4.88,,
-30.453,-3.3299,11.586,17.84,-19.177,4.0894,,,,4.88,,
-50.909,-3.4923,26.905,27.976,-36.845,7.0433,,,,4.88,,
-77.937,-4.399,51.066,42.966,-63.763,10.392,,,,4.88,,
-103.81,-6.5634,71.011,60.093,-87.587,13.779,,,,4.88,,
-119.72,-10.18,82.138,71.473,-99.61,16.036,,,,4.88,,
-117.2,-12.846,78.761,68.971,-94.589,16.086,,,,4.88,,
-88.075,-7.5402,60.546,47.176,-69.671,16.387,,,,4.88,,
-28.517,17.551,36.304,0.10093,-27.31,25.038,,,,4.88,,
59.027,95.916,21.558,-79.078,23.746,58.03,,,,4.88,,
166.99,217.65,35.136,-191.94,70.306,127.74,,,,4.88,,
284.92,389.49,92.402,-335.45,99.562,242.85,,,,4.88,,
401.85,609.15,198.75,-501.73,103.49,406.19,,,,4.88,,
507.7,858.67,345.85,-677.17,81.308,604.58,,,,4.88,,
594.03,1107.5,511.55,-842.94,39.942,811.69,,,,4.88,,
654.53,1317.4,663.83,-977.3,-7.6395,992.45,,,,4.88,,
685.75,1451.2,768.47,-1060.2,-45.851,1111.2,,,,4.88,,
687.62,1483.1,799.36,-1078.7,-61.418,1142.2,,,,4.88,,
662.67,1407.1,748.1,-1030.5,-48.792,1078.2,,,,4.88,,
613.91,1239.5,628.65,-924.51,-13.576,934.47,,,,4.88,,
543.22,1014.4,473.83,-778.27,28.573,744.45,,,,4.88,,
451.69,773.66,324.2,-612.91,57.895,549.22,,,,4.88,,
341.75,554.0,213.73,-448.15,58.68,384.11,,,,4.88,,
219.22,377.91,158.77,-298.35,25.671,268.55,,,,4.88,,
93.74,250.88,155.34,-171.3,-34.389,203.36,,,,4.88,,
-23.02,165.93,184.78,-69.677,-106.49,175.64,,,,4.88,,
-120.09,111.12,223.59,6.6968,-173.51,167.29,,,,4.88,,
-189.95,75.876,252.27,60.151,-222.18,162.87,,,,4.88,,
-230.34,49.71,260.2,94.611,-246.21,153.19,,,,4.88,,
-243.76,26.196,246.1,113.23,-244.93,134.35,,,,4.88,,
-235.04,5.796,215.96,118.4,-223.66,109.07,,,,4.88,,
-210.05,-9.5904,176.6,112.82,-190.21,82.834,,,,4.88,,
-175.05,-19.628,135.45,99.651,-151.91,59.092,,,,4.88,,
-136.69,-24.794,95.615,82.435,-114.61,37.339,,,,4.88,,
-101.19,-24.968,64.686,64.413,-82.909,20.261,,,,4.88,,
-72.841,-19.511,44.353,48.184,-58.862,11.966,,,,4.88,,
-53.237,-10.389,30.664,35.445,-42.433,8.1253,,,,4.88,,
-42.288,-5.6943,22.339,27.336,-32.952,7.0183,,,,4.88,,
-37.72,-5.223,17.946,23.481,-28.726,7.4341,,,,4.88,,
-35.983,-5.4739,16.126,21.951,-27.234,8.2081,,,,4.88,,
-35.379,-5.665,15.499,21.299,-26.663,7.48,,,,4.88,,
-35.173,-5.647,14.857,20.749,-26.247,4.0667,,,,4.88,,
-34.677,-5.4723,13.776,18.426,-25.679,1.5803,,,,4.88,,
-30.178,-5.2683,11.954,14.63,-24.758,0.51142,,,,4.88,,
-23.143,-5.1336,7.908,11.991,-20.599,-0.13765,,,,4.88,,
-18.657,-5.0884,5.1594,10.508,-16.438,-0.63907,,,,4.88,,
-16.157,-5.0834,3.6486,9.68,-14.062,-1.0397,,,,4.88,,
-14.767,-5.0436,2.7708,9.1713,-12.746,-1.3257,,,,4.88,,
-13.923,-4.9167,2.2498,8.7842,-11.977,-1.483,,,,4.88,,
-13.303,-4.7004,1.9368,8.4241,-11.447,-1.5257,,,,4.88,,
-12.74,-4.435,1.7271,8.0684,-10.966,-1.4929,,,,4.88,,
-12.168,-4.1717,1.5497,7.7292,-10.43,-1.43,,,,4.88,,
-11.574,-3.9463,1.3703,7.4215,-9.8011,-1.3712,,,,4.88,,
-10.97,-3.7676,1.1826,7.146,-9.0948,-1.3345,,,,4.88,,
-10.372,-3.6229,0.98453,6.8887,-8.3615,-1.3254,,,,4.88,,
-9.8001,-3.4912,0.75722,6.6311,-7.6565,-1.3454,,,,4.88,,
-9.2677,-3.3586,0.46219,6.3602,-7.0157,-1.4007,,,,4.88,,
-8.7852,-3.2254,0.060326,6.0741,-6.4463,-1.5047,,,,4.88,,
-8.3563,-3.1038,-0.46922,5.78,-5.9341,-1.6723,,,,4.88,,
-7.9768,-3.0086,-1.1248,5.4881,-5.4544,-1.9111,,,,4.88,,
-7.6353,-2.9497,-1.8831,5.2078,-4.9852,-2.2144,,,,4.88,,
-7.314,-2.9277,-2.6988,4.9447,-4.511,-2.5597,,,,4.88,,
-6.9927,-2.9362,-3.5111,4.7017,-4.0251,-2.9139,,,,4.88,,
-6.6533,-2.9671,-4.2615,4.4804,-3.5273,-3.245,,,,4.88,,
-6.2854,-3.0163,-4.9152,4.282,-3.0212,-3.5324,,,,4.88,,
-5.8907,-3.084,-5.4692,4.1095,-2.5113,-3.7721,,,,4.88,,
-5.4828,-3.1678,-5.9378,3.9648,-2.0066,-3.9704,,,,4.88,,
-5.0823,-3.2535,-6.3334,3.8451,-1.523,-4.1323,,,,4.88,,
-4.71,-3.313,-6.6683,3.7389,-1.0816,-4.2537,,,,4.88,,
-4.3803,-3.3145,-6.9783,3.6284,-0.70343,-4.3297,,,,4.88,,
-4.0983,-3.2422,-7.3166,3.4954,-0.40267,-4.3699,,,,4.88,,
-3.8587,-3.1079,-7.7141,3.3304,-0.17805,-4.4063,,,,4.88,,
-3.6478,-2.9453,-8.1673,3.1357,-0.00975,-4.4826,,,,4.88,,
-3.4454,-2.7942,-8.6615,2.9223,0.13471,-4.6345,,,,4.88,,
-3.2281,-2.6855,-9.1821,2.7021,0.28951,-4.8682,,,,4.88,,
-2.9716,-2.6266,-9.7059,2.4803,0.4822,-5.151,,,,4.88,,
-2.6526,-2.5879,-10.193,2.2499,0.73024,-5.4168,,,,4.88,,
-2.2536,-2.5034,-10.586,1.9933,1.0375,-5.5819,,,,4.88,,
-1.7659,-2.2915,-10.811,1.687,1.3952,-5.5647,,,,4.88,,
-1.1898,-1.8891,-10.807,1.3079,1.7845,-5.3095,,,,4.88,,
-0.5264,-1.2802,-10.58,0.8376,2.189,-4.82,,,,4.88,,
0.23349,-0.50626,-10.238,0.2605,2.6092,-4.1823,,,,4.88,,
1.1215,0.34994,-9.9608,-0.4436,3.0762,-3.5427,,,,4.88,,
2.202,1.1964,-9.9125,-1.309,3.6538,-3.0462,,,,4.88,,
3.5768,1.9626,-10.18,-2.3901,4.4313,-2.7777,,,,4.88,,
5.3716,2.6213,-10.746,-3.7538,5.5131,-2.733,,,,4.88,,
7.6992,3.2052,-11.498,-5.459,6.9915,-2.8244,,,,4.88,,
10.59,3.8071,-12.284,-7.5407,8.8878,-2.923,,,,4.88,,
13.933,4.5573,-12.971,-10.013,11.091,-2.9169,,,,4.88,,
17.521,5.5867,-13.487,-12.881,13.404,-2.7489,,,,4.88,,
21.171,7.0035,-13.813,-16.125,15.696,-2.4188,,,,4.88,,
24.814,8.899,-13.969,-19.649,17.945,-1.9676,,,,4.88,,
28.495,11.394,-14.042,-23.28,20.178,-1.4571,,,,4.88,,
32.291,14.692,-14.169,-26.855,22.417,-0.93417,,,,4.88,,
36.23,18.943,-14.443,-30.312,24.675,-0.38239,,,,4.88,,
40.255,23.84,-14.833,-33.71,26.956,0.32859,,,,4.88,,
44.265,28.751,-15.196,-37.225,29.226,1.472,,,,4.88,,
48.217,33.485,-15.342,-41.201,31.429,3.3411,,,,4.88,,
52.209,38.519,-15.114,-45.988,33.544,6.0611,,,,4.88,,
56.459,44.453,-14.438,-51.619,35.608,9.6309,,,,4.88,,
61.203,51.522,-13.337,-57.816,37.676,13.971,,,,4.88,,
66.552,59.455,-11.913,-64.276,39.777,18.914,,,,4.88,,
72.43,67.65,-10.31,-70.811,41.92,24.239,,,,4.88,,
78.661,75.552,-8.6709,-77.362,44.127,29.714,,,,4.88,,
85.099,82.927,-7.1133,-83.983,46.43,35.098,,,,4.88,,
91.682,89.883,-5.7207,-90.796,48.848,40.118,,,,4.88,,
98.406,96.768,-4.5308,-97.921,51.364,44.659,,,,4.88,,
105.29,104.05,-3.5124,-105.44,53.951,48.968,,,,4.88,,
112.37,112.19,-2.5767,-113.42,56.587,53.571,,,,4.88,,
119.72,121.47,-1.6353,-121.89,59.237,58.962,,,,4.88,,
127.37,131.83,-0.63853,-130.83,61.849,65.205,,,,4.88,,
135.3,142.83,0.42921,-140.1,64.37,71.808,,,,4.88,,
143.33,153.84,1.5589,-149.48,66.783,78.198,,,,4.88,,
151.31,164.29,2.7161,-158.71,69.107,84.185,,,,4.88,,
159.11,173.96,3.8496,-167.62,71.376,89.854,,,,4.88,,
166.61,182.97,4.9266,-176.1,73.62,95.276,,,,4.88,,
173.69,191.53,5.9709,-184.12,75.841,100.43,,,,4.88,,
180.23,199.82,7.0771,-191.7,77.994,105.32,,,,4.88,,
186.14,207.91,8.3875,-198.82,79.99,110.03,,,,4.88,,
191.39,215.66,10.043,-205.4,81.735,114.74,,,,4.88,,
196.07,222.74,12.113,-211.3,83.191,119.58,,,,4.88,,
200.28,228.94,14.504,-216.46,84.399,124.43,,,,4.88,,
204.17,234.34,16.947,-220.94,85.451,128.89,,,,4.88,,
207.83,239.09,19.135,-224.88,86.436,132.66,,,,4.88,,
211.29,243.24,20.909,-228.47,87.398,135.71,,,,4.88,,
214.52,246.96,22.282,-231.87,88.323,138.25,,,,4.88,,
217.44,250.62,23.356,-235.17,89.158,140.63,,,,4.88,,
219.93,254.52,24.226,-238.34,89.847,143.2,,,,4.88,,
221.93,258.58,24.912,-241.21,90.362,145.99,,,,4.88,,
223.41,262.19,25.326,-243.52,90.712,148.5,,,,4.88,,
224.38,264.6,25.293,-245.03,90.939,149.97,,,,4.88,,
224.87,265.2,24.646,-245.56,91.103,149.9,,,,4.88,,
224.87,263.72,23.324,-245.01,91.258,148.19,,,,4.88,,
224.27,260.22,21.415,-243.3,91.429,144.96,,,,4.88,,
222.92,255.03,19.115,-240.38,91.595,140.5,,,,4.88,,
220.66,248.65,16.655,-236.29,91.677,135.21,,,,4.88,,
217.38,241.59,14.237,-231.17,91.539,129.45,,,,4.88,,
213.04,234.09,11.99,-225.18,91.01,123.54,,,,4.88,,
207.64,226.04,9.953,-218.39,89.945,117.61,,,,4.88,,
201.19,217.21,8.0995,-210.75,88.301,111.76,,,,4.88,,
193.67,207.54,6.3787,-202.11,86.13,106.06,,,,4.88,,
185.1,197.05,4.7715,-192.41,83.507,100.54,,,,4.88,,
175.53,185.7,3.3228,-181.65,80.465,94.97,,,,4.88,,
165.07,173.38,2.1007,-170.0,77.016,88.988,,,,4.88,,
153.95,160.22,1.1222,-157.75,73.178,82.273,,,,4.88,,
142.47,146.6,0.35619,-145.27,68.993,74.857,,,,4.88,,
130.94,133.06,-0.23598,-132.92,64.507,67.146,,,,4.88,,
119.62,120.15,-0.68969,-120.96,59.76,59.651,,,,4.88,,
108.67,108.23,-1.0418,-109.58,54.773,52.728,,,,4.88,,
98.119,97.393,-1.3286,-98.905,49.557,46.538,,,,4.88,,
87.989,87.562,-1.5781,-88.95,44.122,41.094,,,,4.88,,
78.294,78.497,-1.8067,-79.63,38.522,36.291,,,,4.88,,
69.086,69.928,-2.0221,-70.82,32.909,31.943,,,,4.88,,
60.521,61.646,-2.2277,-62.405,27.54,27.826,,,,4.88,,
52.952,53.569,-2.4247,-54.295,22.689,23.763,,,,4.88,,
46.708,45.756,-2.6101,-46.418,18.486,19.708,,,,4.88,,
41.495,38.383,-2.7765,-38.862,14.802,15.74,,,,4.88,,
36.522,31.618,-2.9172,-32.159,11.369,12.01,,,,4.88,,
31.19,25.542,-3.0311,-26.86,8.176,8.7352,,,,4.88,,
25.308,20.196,-3.1237,-22.854,5.555,6.0838,,,,4.88,,
18.944,15.464,-3.2044,-19.537,3.6703,4.0522,,,,4.88,,
12.507,11.086,-3.2816,-16.22,2.3674,2.5113,,,,4.88,,
6.893,7.0818,-3.3601,-12.401,1.4288,1.3149,,,,4.88,,
2.8585,3.8202,-3.4392,-8.1472,0.70392,0.35279,,,,4.88,,
0.33633,1.49,-3.5123,-4.2116,0.10732,-0.44269,,,,4.88,,
-1.1978,-0.081701,-3.5672,-1.2929,-0.40725,-1.1059,,,,4.88,,
-2.1926,-1.1632,-3.5901,0.56453,-0.86354,-1.6507,,,,4.88,,
-2.9042,-1.9488,-3.5692,1.6897,-1.2726,-2.0818,,,,4.88,,
-3.4594,-2.5463,-3.4966,2.4023,-1.6394,-2.4009,,,,4.88,,
-3.918,-3.0038,-3.3689,2.8996,-1.9676,-2.6105,,,,4.88,,
-4.3084,-3.3375,-3.1908,3.2785,-2.261,-2.7186,,,,4.88,,
-4.6461,-3.5603,-2.982,3.5817,-2.5223,-2.7465,,,,4.88,,
-4.9414,-3.6992,-2.7782,3.8317,-2.7495,-2.7314,,,,4.88,,
-5.2026,-3.797,-2.6224,4.0466,-2.9369,-2.7181,,,,4.88,,
-5.4361,-3.8992,-2.5497,4.243,-3.0783,-2.7434,,,,4.88,,
-5.6457,-4.0391,-2.5745,4.4324,-3.1719,-2.8254,,,,4.88,,
-5.8317,-4.2278,-2.6851,4.6173,-3.2212,-2.9611,,,,4.88,,
-5.9902,-4.454,-2.8475,4.7917,-3.2347,-3.1317,,,,4.88,,
-6.1161,-4.6925,-3.018,4.9452,-3.2238,-3.3098,,,,4.88,,
-6.2074,-4.9182,-3.1581,5.0716,-3.2022,-3.4691,,,,4.88,,
-6.2695,-5.1182,-3.2461,5.1738,-3.1851,-3.5929,,,,4.88,,
-6.3156,-5.2948,-3.2786,5.2624,-3.188,-3.6815,,,,4.88,,
-6.3611,-5.4601,-3.2677,5.349,-3.2246,-3.7538,,,,4.88,,
-6.418,-5.6257,-3.237,5.4395,-3.3016,-3.8397,,,,4.88,,
-6.4917,-5.7979,-3.2139,5.5342,-3.4163,-3.9645,,,,4.88,,
-6.5824,-5.972,-3.2128,5.6307,-3.5578,-4.1293,,,,4.88,,
-6.6878,-6.1262,-3.2148,5.7252,-3.7142,-4.2999,,,,4.88,,
-6.8053,-6.2162,-3.1612,5.8096,-3.8814,-4.4108,,,,4.88,,
-6.9313,-6.1787,-2.9691,5.8687,-4.0674,-4.3824,,,,4.88,,
-7.0603,-5.953,-2.5646,5.8836,-4.2879,-4.1482,,,,4.88,,
-7.1836,-5.5135,-1.9199,5.8405,-4.5539,-3.6839,,,,4.88,,
-7.2898,-4.8955,-1.076,5.7401,-4.8597,-3.0286,,,,4.88,,
-7.3678,-4.1915,-0.13622,5.5982,-5.1812,-2.2784,,,,4.8801,,
-7.4117,-3.5144,0.77054,5.4386,-5.4877,-1.5514,,,,4.8801,,
-7.4242,-2.9532,1.5352,5.2806,-5.7589,-0.94472,,,,4.8801,,
-7.4144,-2.5415,2.1031,5.1297,-5.995,-0.50536,,,,4.8801,,
-7.3917,-2.248,2.4866,4.9741,-6.2137,-0.22176,,,,4.8801,,
-7.3585,-1.994,2.7556,4.7914,-6.438,-0.034943,,,,4.8801,,
-7.31,-1.6938,3.0052,4.5621,-6.6828,0.13244,,,,4.8801,,
-7.2378,-1.2958,3.313,4.2816,-6.9454,0.34112,,,,4.8801,,
-7.1357,-0.80121,3.7061,3.9642,-7.2034,0.61312,,,,4.8801,,
-7.0015,-0.25817,4.1498,3.6376,-7.4173,0.93035,,,,4.8801,,
-6.8363,0.25903,4.5658,3.3317,-7.5392,1.2473,,,,4.8801,,
-6.6438,0.68039,4.8726,3.0685,-7.5293,1.5137,,,,4.8801,,
-6.4311,0.97424,5.0315,2.8561,-7.3754,1.7022,,,,4.8801,,
-6.2073,1.1663,5.0669,2.6851,-7.1049,1.8268,,,,4.8801,,
-5.9812,1.3281,5.0477,2.5314,-6.7752,1.9354,,,,4.8801,,
-5.7571,1.5404,5.0412,2.3656,-6.4466,2.079,,,,4.8801,,
-5.5351,1.8529,5.0773,2.1666,-6.157,2.2829,,,,4.8801,,
-5.3135,2.2632,5.1395,1.9306,-5.9144,2.5341,,,,4.8801,,
-5.0915,2.7209,5.1771,1.6716,-5.7021,2.7878,,,,4.8801,,
-4.8688,3.1501,5.1285,1.4127,-5.49,2.9851,,,,4.8801,,
-4.6441,3.4782,4.9477,1.1769,-5.2459,3.0757,,,,4.8801,,
-4.4153,3.6597,4.6287,0.97983,-4.9488,3.0387,,,,4.8801,,
-4.1821,3.6908,4.2133,0.82823,-4.5985,2.8933,,,,4.8801,,
-3.9489,3.609,3.7758,0.72128,-4.2163,2.6919,,,,4.8801,,
-3.7268,3.4787,3.3896,0.6537,-3.8342,2.4979,,,,4.8801,,
-3.5304,3.3628,3.0928,0.61756,-3.4795,2.3583,,,,4.8801,,
-3.3719,3.294,2.8727,0.60431,-3.1652,2.2845,,,,4.8801,,
-3.2568,3.2637,2.677,0.60805,-2.8908,2.2489,,,,4.8801,,
-3.1837,3.2338,2.4473,0.6283,-2.6498,2.2006,,,,4.8801,,
-3.1474,3.1623,2.1514,0.66945,-2.4385,2.0935,,,,4.8801,,
-3.1404,3.0236,1.7937,0.7358,-2.2572,1.909,,,,4.8801,,
-3.1538,2.8133,1.4019,0.82638,-2.108,1.6544,,,,4.8801,,
-3.1762,2.5413,1.0097,0.93455,-1.9897,1.351,,,,4.8801,,
-3.1959,2.2268,0.65003,1.0513,-1.8972,1.027,,,,4.8801,,
-3.2042,1.8971,0.35336,1.1682,-1.8233,0.71497,,,,4.8801,,
-3.1985,1.5852,0.14203,1.2789,-1.7607,0.44781,,,,4.8801,,
-3.1826,1.3228,0.023531,1.3788,-1.7047,0.25091,,,,4.8801,,
-3.1638,1.1319,-0.014181,1.4644,-1.6519,0.13509,,,,4.8801,,
-3.1493,1.0167,-0.0042476,1.534,-1.598,0.091393,,,,4.8801,,
-3.1446,0.95849,0.004128,1.5902,-1.5369,0.090643,,,,4.8801,,
-3.154,0.91945,-0.039822,1.6412,-1.4637,0.091436,,,,4.8801,,
-3.1802,0.85599,-0.16977,1.6986,-1.3781,0.054645,,,,4.8801,,
-3.224,0.73583,-0.39065,1.7722,-1.286,-0.043238,,,,4.8801,,
-3.2808,0.55001,-0.68022,1.8648,-1.1948,-0.20427,,,,4.8801,,
-3.3391,0.3146,-1.0009,1.9693,-1.1074,-0.41147,,,,4.8801,,
-3.3823,0.061204,-1.3154,2.0713,-1.019,-0.63751,,,,4.8801,,
-3.3961,-0.17932,-1.5999,2.1564,-0.92076,-0.85654,,,,4.8801,,
-3.3762,-0.39209,-1.8505,2.2194,-0.80674,-1.0546,,,,4.8801,,
-3.3327,-0.58472,-2.0833,2.2682,-0.67923,-1.2348,,,,4.8801,,
-3.2848,-0.78238,-2.329,2.3191,-0.54704,-1.4164,,,,4.8801,,
-3.2523,-1.0152,-2.6225,2.389,-0.41954,-1.6261,,,,4.8801,,
-3.2481,-1.3043,-2.9885,2.4878,-0.30262,-1.8866,,,,4.8801,,
